日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230228,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,39819.0000,対象外,0.0000,
20230228,00105101,,,,,,,,,,,,,,,,未収入金,10245,,,,ベンダー部門,その他,,,,,9000.0000,対象外,0.0000,出納:Sカフェ社販（2月度）
20230228,00105101,,,,,,,,,,,,,,,,仮受金,42060,,,,ベンダー部門,Ｓ･Ｃａｆｅチケット,,,,,3450.0000,対象外,0.0000,出納:亀戸チケット販売分
20230228,00105101,,,,,,,,,,,,,,,,雑収入,87020,,,,スパークル亀戸,コインロッカー使用料,,,,,54600.0000,課対仕入10%,4963.0000,出納:コインロッカー代（2月度）
20230228,00105101,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,936.0000,対象外,0.0000,出納:拾得金
20230228,00105101,,小口現金,10020,,,,スパークル亀戸,,,,,,67986.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230228,00105101,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,3020.0000,課対仕入10%,273.0000,,,,,,,,,,,,,,,出納:展示会交通費
20230228,00105101,,販売促進費,86145,,,,スパークル亀戸,アメニティ用品,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:お客様用クッション×2
20230228,00105101,,教育費,86260,,,,スパークル亀戸,セミナー受講費,,,,,12000.0000,課対仕入10%,1090.0000,,,,,,,,,,,,,,,出納:食品衛生責任者講習会参加費(齊藤店長）
20230228,00105101,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,10020.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替・認定申請手数料
20230228,00105101,,運賃荷造費,86340,,,,スパークル亀戸,配送費・運賃,,,,,13679.0000,課対仕入10%,1243.0000,,,,,,,,,,,,,,,出納:部品運賃
