日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230525,00105001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,250000.0000,対象外,0.0000,出納:小口現金
20230525,00105001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,77937.0000,対象外,0.0000,
20230525,00105001,,小口現金,10020,,,,スパークル亀戸,,,,,,250000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230525,00105001,,事務消耗品費,86100,,,,スパークル亀戸,備品,,,,,9559.0000,課対仕入10%,869.0000,,,,,,,,,,,,,,,出納:エアーダスター×24本
20230525,00105001,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,5980.0000,課対仕入10%,543.0000,,,,,,,,,,,,,,,出納:制服ズボン×2着
20230525,00105001,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,5178.0000,課対仕入10%,469.0000,,,,,,,,,,,,,,,出納:深夜入替交通費（山田IS)
20230525,00105001,,販売促進費,86145,,,,スパークル亀戸,販促物,,,,,14110.0000,課対仕入10%,1282.0000,,,,,,,,,,,,,,,出納:ハッピ×2着
20230525,00105001,,販売促進費,86145,,,,スパークル亀戸,個店イベント,,,,,27040.0000,課対仕入10%,2458.0000,,,,,,,,,,,,,,,出納:総付景品用お菓子
20230525,00105001,,衛生費,86190,,,,スパークル亀戸,Ｐ清掃・衛生用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:水切りネット
20230525,00105001,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,15520.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
