日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220430,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,250000.0000,対象外,0.0000,出納:小口現金
20220430,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,122420.0000,対象外,0.0000,
20220430,00105101,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,20111.0000,対象外,0.0000,出納:拾得金
20220430,00105101,,小口現金,10020,,,,スパークル亀戸,,,,,,270111.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220430,00105101,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,1990.0000,課対仕入10%,180.0000,,,,,,,,,,,,,,,出納:制服代
20220430,00105101,,事務消耗品費,86100,,,,スパークル亀戸,パチンコ部品,,,,,8580.0000,課対仕入10%,780.0000,,,,,,,,,,,,,,,出納:払出制御基板ユニット
20220430,00105101,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,11100.0000,課対仕入10%,1002.0000,,,,,,,,,,,,,,,出納:タクシー代　4/4（山田IS　入替作業）　
20220430,00105101,,販売促進費,86145,,,,スパークル亀戸,販促物,,,,,1098.0000,課対仕入10%,99.0000,,,,,,,,,,,,,,,出納:DVD-RW
20220430,00105101,,販売促進費,86145,,,,スパークル亀戸,個店イベント,,,,,76960.0000,課対仕入10%,6994.0000,,,,,,,,,,,,,,,出納:4月総付用東京バナナ
20220430,00105101,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,11440.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
20220430,00105101,,運賃荷造費,86340,,,,スパークル亀戸,配送費・運賃,,,,,11252.0000,課対仕入10%,1022.0000,,,,,,,,,,,,,,,出納:4月分運賃
20220430,00104102,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20220430,00104102,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,241918.0000,対象外,0.0000,
20220430,00104102,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220430,00104102,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,2040.0000,課対仕入10%,185.0000,,,,,,,,,,,,,,,出納:備品
20220430,00104102,,事務消耗品費,86100,,,,スパ－クル府中,パチンコ部品,,,,,17710.0000,課対仕入10%,1610.0000,,,,,,,,,,,,,,,出納:パチンコ部品
20220430,00104102,,事務消耗品費,86100,,,,ベンダー部門,制服代,,,,,10520.0000,課対仕入10%,956.0000,,,,,,,,,,,,,,,出納:制服代
20220430,00104102,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,4278.0000,課対仕入10%,387.0000,,,,,,,,,,,,,,,出納:府中⇔御徒町（展示会）
20220430,00104102,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,53251.0000,課対仕入10%,4841.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ
20220430,00104102,,販売促進費,86145,,,,スパ－クル府中,販促物,,,,,96760.0000,課対仕入10%,8794.0000,,,,,,,,,,,,,,,出納:販促物
20220430,00104102,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,17489.0000,課対仕入10%,1589.0000,,,,,,,,,,,,,,,出納:ポイント景品
20220430,00104102,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,17020.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
20220430,00104102,,雑費,86310,,,,スパ－クル府中,その他,,,,,22850.0000,課対仕入10%,2076.0000,,,,,,,,,,,,,,,出納:まかない弁当
20220430,00102103,,,,,,,,,,,,,,,,小口現金,10020,,,,ＣＨＩＫＡＳＡＫＵ,,,,,,76495.0000,対象外,0.0000,
20220430,00102103,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,備品,,,,,15620.0000,課対仕入10%,1420.0000,,,,,,,,,,,,,,,出納:温度計
20220430,00102103,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,パチンコ部品,,,,,2116.0000,課対仕入10%,192.0000,,,,,,,,,,,,,,,出納:パチンコ部品（遊技釘・他）
20220430,00102103,,旅費交通費,86110,,,,ＣＨＩＫＡＳＡＫＵ,交通機関,,,,,4324.0000,課対仕入10%,392.0000,,,,,,,,,,,,,,,出納:他店視察交通費
20220430,00102103,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,個店イベント,,,,,20445.0000,課対仕入10%,1858.0000,,,,,,,,,,,,,,,出納:総付景品
20220430,00102103,,通信費,86160,,,,ＣＨＩＫＡＳＡＫＵ,郵便料金,,,,,1330.0000,課対仕入10%,120.0000,,,,,,,,,,,,,,,出納:ゆうパック運賃
20220430,00102103,,非課税支払手数料,86303,,,,ＣＨＩＫＡＳＡＫＵ,各種手数料（官公庁）,,,,,32660.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
