日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220825,00105001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,250000.0000,対象外,0.0000,出納:小口現金
20220825,00105001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,65859.0000,対象外,0.0000,
20220825,00105001,,,,,,,,,,,,,,,,未収入金,10245,,,,ベンダー部門,その他,,,,,3150.0000,対象外,0.0000,出納:Sカフェ社販売上
20220825,00105001,,,,,,,,,,,,,,,,預り金,42050,,,,総務部,その他,,,,,8225.0000,対象外,0.0000,出納:健康診断オプション代2名分（小野寺さん、直井さん）
20220825,00105001,,,,,,,,,,,,,,,,仮受金,42060,,,,ベンダー部門,Ｓ･Ｃａｆｅチケット                                             ,,,,,4500.0000,対象外,0.0000,出納:亀戸チケット販売分
20220825,00105001,,,,,,,,,,,,,,,,雑収入,87020,,,,スパークル亀戸,コインロッカー使用料,,,,,49900.0000,課対仕入10%,4536.0000,出納:ロッカー売上
20220825,00105001,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,2132.0000,対象外,0.0000,出納:雑収入
20220825,00105001,,小口現金,10020,,,,スパークル亀戸,,,,,,317907.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220825,00105001,,事務消耗品費,86100,,,,スパークル亀戸,備品,,,,,9219.0000,課対仕入10%,838.0000,,,,,,,,,,,,,,,出納:アルミ縁台
20220825,00105001,,事務消耗品費,86100,,,,スパークル亀戸,パチンコ部品,,,,,5280.0000,課対仕入10%,480.0000,,,,,,,,,,,,,,,出納:Ｐひぐらし　ハンドル
20220825,00105001,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,1060.0000,課対仕入10%,96.0000,,,,,,,,,,,,,,,出納:タクシー代　8/8（山田IS　入替作業）
20220825,00105001,,教育費,86260,,,,スパークル亀戸,セミナー受講費,,,,,19840.0000,課対仕入10%,1803.0000,,,,,,,,,,,,,,,出納:遊技機取扱主任講習
20220825,00105001,,教育費,86260,,,,スパークル亀戸,表彰・インセンティブ,,,,,6000.0000,課対仕入10%,545.0000,,,,,,,,,,,,,,,出納:派遣社員インセンティブ
20220825,00105001,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,24460.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
