日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240131,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,146277.0000,対象外,0.0000,
20240131,00105101,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,10000.0000,対象外,0.0000,出納:拾得戻り金
20240131,00105101,,小口現金,10020,,,,スパークル亀戸,,,,,,10000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240131,00105101,,事務消耗品費,86100,,,,スパークル亀戸,事務用品,,,,,1104.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:粘着布テープ×10巻　他
20240131,00105101,,事務消耗品費,86100,,,,スパークル亀戸,備品,,,,,44129.0000,課対仕入10%,4011.0000,,,,,,,,,,,,,,,出納:暖房器具購入費
20240131,00105101,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,7970.0000,課対仕入10%,724.0000,,,,,,,,,,,,,,,出納:フリース×4枚（スタッフ用）
20240131,00105101,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,9121.0000,課対仕入10%,826.0000,,,,,,,,,,,,,,,出納:深夜作業交通費（髙橋IS）
20240131,00105101,,販売促進費,86145,,,,スパークル亀戸,販促物,,,,,10690.0000,課対仕入10%,971.0000,,,,,,,,,,,,,,,出納:玉貸料金シールプリント
20240131,00105101,,諸会費,86240,,,,スパークル亀戸,,,,,,3000.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:合同新年賀詞交歓会　会費
20240131,00105101,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,13120.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
20240131,00105101,,雑費,86310,,,,スパークル亀戸,その他,,,,,55613.0000,課対仕入10%,5054.0000,,,,,,,,,,,,,,,出納:栄養ドリンク購入費（スタッフ用）
20240131,00105101,,運賃荷造費,86340,,,,スパークル亀戸,配送費・運賃,,,,,1530.0000,課対仕入10%,139.0000,,,,,,,,,,,,,,,出納:備品運賃
