日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20241025,00105001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,78851.0000,対象外,0.0000,
20241025,00105001,,,,,,,,,,,,,,,,福利厚生費,86050,,,,スパークル亀戸,健康診断他,,,,,389.0000,課対仕入10%,35.0000,出納:健康診断2次検査費用（差額分・白）
20241025,00105001,,小口現金,10020,,,,スパークル亀戸,,,,,,389.0000,対象外,0.0000,,,,,,,,,,,,,,,
20241025,00105001,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,5990.0000,課対仕入10%,543.0000,,,,,,,,,,,,,,,出納:制服代（ズボン）
20241025,00105001,,事務消耗品費,86100,,,,スパークル亀戸,スロット部品,,,,,22913.0000,課対仕入10%,2083.0000,,,,,,,,,,,,,,,出納:北斗の拳部品
20241025,00105001,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,5036.0000,課対仕入10%,457.0000,,,,,,,,,,,,,,,出納:展示会交通費
20241025,00105001,,販売促進費,86145,,,,スパークル亀戸,配布用販促物,,,,,32692.0000,課対仕入10%,2972.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ×7,000個
20241025,00105001,,販売促進費,86145,,,,スパークル亀戸,販促物,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:演出用モール
20241025,00105001,,衛生費,86190,,,,スパークル亀戸,害虫駆除,,,,,860.0000,課対仕入10%,78.0000,,,,,,,,,,,,,,,出納:ネズミ捕りシート
20241025,00105001,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,10920.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
