日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20221225,00105001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,50296.0000,対象外,0.0000,
20221225,00105001,,,,,,,,,,,,,,,,未収入金,10245,,,,ベンダー部門,その他,,,,,150.0000,対象外,0.0000,出納:Sカフェ社販売上
20221225,00105001,,,,,,,,,,,,,,,,仮受金,42060,,,,ベンダー部門,Ｓ･Ｃａｆｅチケット                                             ,,,,,6000.0000,対象外,0.0000,出納:亀戸チケット販売分
20221225,00105001,,,,,,,,,,,,,,,,雑収入,87020,,,,スパークル亀戸,コインロッカー使用料,,,,,48800.0000,課対仕入10%,4436.0000,出納:ロッカー売上
20221225,00105001,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,1986.0000,対象外,0.0000,出納:雑収入
20221225,00105001,,小口現金,10020,,,,スパークル亀戸,,,,,,56936.0000,対象外,0.0000,,,,,,,,,,,,,,,
20221225,00105001,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,2990.0000,課対仕入10%,271.0000,,,,,,,,,,,,,,,出納:制服代
20221225,00105001,,事務消耗品費,86100,,,,スパークル亀戸,パチンコ部品,,,,,2200.0000,課対仕入10%,200.0000,,,,,,,,,,,,,,,出納:PA海3R部品
20221225,00105001,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,1006.0000,課対仕入10%,91.0000,,,,,,,,,,,,,,,出納:亀戸⇔府中（12/15　大田IS　研修）
20221225,00105001,,販売促進費,86145,,,,スパークル亀戸,個店イベント,,,,,28440.0000,課対仕入10%,2585.0000,,,,,,,,,,,,,,,出納:総付景品
20221225,00105001,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,15660.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
