日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20241031,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,300000.0000,対象外,0.0000,出納:小口現金
20241031,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,118705.0000,対象外,0.0000,
20241031,00105101,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,12000.0000,対象外,0.0000,出納:拾得金（戻り金）
20241031,00105101,,小口現金,10020,,,,スパークル亀戸,,,,,,312000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20241031,00105101,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,216.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:ポッカレモン
20241031,00105101,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,24220.0000,課対仕入10%,2201.0000,,,,,,,,,,,,,,,出納:制服代（キュロット）
20241031,00105101,,事務消耗品費,86100,,,,スパークル亀戸,スロット部品,,,,,27378.0000,課対仕入10%,2488.0000,,,,,,,,,,,,,,,出納:防振りスロット部品
20241031,00105101,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,7108.0000,課対仕入10%,645.0000,,,,,,,,,,,,,,,出納:展示会交通費
20241031,00105101,,販売促進費,86145,,,,スパークル亀戸,販促物,,,,,14284.0000,課対仕入10%,1298.0000,,,,,,,,,,,,,,,出納:カラフルミニライト
20241031,00105101,,販売促進費,86145,,,,スパークル亀戸,個店イベント,,,,,20270.0000,課対仕入10%,1842.0000,,,,,,,,,,,,,,,出納:総付け景品
20241031,00105101,,衛生費,86190,,,,スパークル亀戸,清掃用品・衛生用品,,,,,4169.0000,課対仕入10%,379.0000,,,,,,,,,,,,,,,出納:ゴミ袋
20241031,00105101,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,21060.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替・認定申請手数料
