日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240930,00105101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル亀戸,,,,,,64824.0000,対象外,0.0000,
20240930,00105101,,,,,,,,,,,,,,,,不課税雑収入,87025,,,,スパークル亀戸,拾得金,,,,,3000.0000,対象外,0.0000,出納:拾得金戻り金
20240930,00105101,,小口現金,10020,,,,スパークル亀戸,,,,,,3000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240930,00105101,,福利厚生費,86050,,,,人事総務課,健康診断他,,,,,3200.0000,課対仕入10%,290.0000,,,,,,,,,,,,,,,出納:2次検査費用（白）
20240930,00105101,,事務消耗品費,86100,,,,スパークル亀戸,備品,,,,,445.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:メッシュバッグ×4個
20240930,00105101,,事務消耗品費,86100,,,,スパークル亀戸,制服代,,,,,14808.0000,課対仕入10%,1345.0000,,,,,,,,,,,,,,,出納:オリジナルビブス×4着
20240930,00105101,,旅費交通費,86110,,,,スパークル亀戸,交通機関,,,,,1392.0000,課対仕入10%,126.0000,,,,,,,,,,,,,,,出納:深夜入替交通費（山田IS)
20240930,00105101,,販売促進費,86145,,,,スパークル亀戸,個店イベント,,,,,28800.0000,課対仕入10%,2618.0000,,,,,,,,,,,,,,,出納:総付け景品
20240930,00105101,,販売促進費,86145,,,,スパークル亀戸,その他,,,,,1039.0000,課対仕入10%,94.0000,,,,,,,,,,,,,,,出納:ぴりかちゃんお土産
20240930,00105101,,非課税支払手数料,86303,,,,スパークル亀戸,各種手数料（官公庁）,,,,,15140.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替・認定申請手数料
