日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240625,00110001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,200000.0000,対象外,0.0000,出納:小口現金
20240625,00110001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,126760.0000,対象外,0.0000,
20240625,00110001,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,200000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240625,00110001,,事務消耗品費,86100,,,,CHIKASAKUⅡ,事務用品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:ネームホルダー、霧吹きヘッド
20240625,00110001,,事務消耗品費,86100,,,,CHIKASAKUⅡ,備品,,,,,610.0000,課対仕入10%,55.0000,,,,,,,,,,,,,,,出納:ネジ
20240625,00110001,,事務消耗品費,86100,,,,CHIKASAKUⅡ,制服代,,,,,5980.0000,課対仕入10%,543.0000,,,,,,,,,,,,,,,出納:制服代（パンツ×２）
20240625,00110001,,旅費交通費,86110,,,,CHIKASAKUⅡ,交通機関,,,,,6749.0000,課対仕入10%,610.0000,,,,,,,,,,,,,,,出納:分倍河原⇒立川
20240625,00110001,,販売促進費,86145,,,,CHIKASAKUⅡ,販促物,,,,,89669.0000,課対仕入10%,8151.0000,,,,,,,,,,,,,,,出納:T字スタンド
20240625,00110001,,衛生費,86190,,,,CHIKASAKUⅡ,清掃用品・衛生用品,,,,,2952.0000,課対仕入10%,268.0000,,,,,,,,,,,,,,,出納:ゴミ袋
20240625,00110001,,支払手数料,86300,,,,CHIKASAKUⅡ,金融機関手数料,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:振込手数料
20240625,00110001,,非課税支払手数料,86303,,,,CHIKASAKUⅡ,各種手数料（官公庁）,,,,,19480.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請書
