収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,110001,20240430,,8530,日本カルミック㈱,衛生費,課対仕入10%,26334.0000,内税,2394.0000,4月度芳香器使用料,日本カルミック,CHIKASAKUⅡ,,,,,,
支出,110002,20240430,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,5500.0000,内税,500.0000,4月度コピー機使用料,パフォーマンスチャ－ジ,CHIKASAKUⅡ,,,,,,
支出,110003,20240430,,2180,㈱HY－システム,支払手数料,課対仕入10%,22000.0000,内税,2000.0000,4月度サイネージクラウド利用料,ｼｽﾃﾑ管理利用料,CHIKASAKUⅡ,,,,,,
支出,110004,20240430,,4015,㈱一広ケーアンドエー,販売促進費,課対仕入10%,15400.0000,内税,1400.0000,4月度P-WORLD掲載料,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110005,20240430,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,13398.0000,内税,1218.0000,4月度マット使用料,マット・モップ等,CHIKASAKUⅡ,,,,,,
支出,110006,20240430,,7472,㈱まさや,販売促進費,課対仕入10%,10671.0000,内税,970.0000,トイレットペーパー2ケース,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110007,20240430,,6030,都ユニリース㈱,衛生費,課対仕入10%,45408.0000,内税,4128.0000,4月度クリーニング代,クリーニング代,CHIKASAKUⅡ,,,,,,
支出,110008,20240430,,3037,㈱データサポート,販売促進費,課対仕入10%,7150.0000,内税,650.0000,4月度携帯充電器使用料,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110009,20240430,,3217,㈱末吉商会,販売促進費,課対仕入10%,16146.0000,内税,1467.0000,紙おしぼり3ケース,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110010,20240430,,4014,ゲンダイエージェンシー㈱,販売促進費,課対仕入10%,33110.0000,内税,3010.0000,4月度LINE使用料,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110011,20240430,,4342,㈱大塚商会　府中支店,事務消耗品費,課対仕入10%,3578.0000,内税,325.0000,コピー用紙A4　1冊,ＯＡ用品,CHIKASAKUⅡ,,,,,,
,110011,20240430,,4342,㈱大塚商会　府中支店,事務消耗品費,課対仕入10%,482.0000,内税,43.0000,ガムテープ3本,備品,CHIKASAKUⅡ,,,,,,
支出,110012,20240430,,3201,大都販売㈱：経費,保守管理費,課対仕入10%,22000.0000,内税,2000.0000,ZEUSIS月額使用料,設備保守料,CHIKASAKUⅡ,,,,,,
支出,110013,20240430,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,67540.0000,内税,6140.0000,4月度新台搬送料,配送費・運賃,CHIKASAKUⅡ,,,,,,
支出,110014,20240430,,0826,㈱さくらトータルサービス,事務消耗品費,課対仕入10%,855.0000,内税,77.0000,各種備品購入費,備品,CHIKASAKUⅡ,,,,,,
,110014,20240430,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,14025.0000,内税,1275.0000,4月度設備工事費,機械設備修理,CHIKASAKUⅡ,,,,,,
支出,110015,20240430,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,95040.0000,内税,8640.0000,4月度コレクタメンテナンス料,設備保守料,CHIKASAKUⅡ,,,,,,
支出,110016,20240430,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,115500.0000,内税,10500.0000,4月度早朝清掃費,清掃代,CHIKASAKUⅡ,,,,,,
支出,110017,20240430,,4019,㈱貢献　経費,事務消耗品費,課対仕入10%,5060.0000,内税,460.0000,ミニチラシ固定部品10個,備品,CHIKASAKUⅡ,,,,,,
,110017,20240430,,4019,㈱貢献　経費,衛生費,課対仕入10%,3234.0000,内税,294.0000,投入口ブラシ3個,清掃用品・衛生用品,CHIKASAKUⅡ,,,,,,
,110017,20240430,,4019,㈱貢献　経費,運賃荷造費,課対仕入10%,2365.0000,内税,215.0000,4月宅急便代,配送費・運賃,CHIKASAKUⅡ,,,,,,
,110017,20240430,,4019,㈱貢献　経費,修繕費,課対仕入10%,58080.0000,内税,5280.0000,4/7新台設置費（スロット16台×@3,300円）,入れ替え台取付,CHIKASAKUⅡ,,,,,,
支出,110018,20240430,,6229,セデック㈱,支払手数料,課対仕入10%,5500.0000,内税,500.0000,4月度申請書作成システム使用料,ｼｽﾃﾑ管理利用料,CHIKASAKUⅡ,,,,,,
支出,110019,20240430,,4947,㈱CCG　ENTERTAINMENT,販売促進費,課対仕入10%,154000.0000,内税,14000.0000,4月度P-click配信料他,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110020,20240430,,3017,㈱LGF,販売促進費,課対仕入10%,55000.0000,内税,5000.0000,4月度WEB配信料,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110021,20240430,,4012,GMOコマース㈱,販売促進費,課対仕入10%,55000.0000,内税,5000.0000,4月度LINE広告使用料,広告掲載料,CHIKASAKUⅡ,,,,,,
