日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240331,00110101,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,200000.0000,対象外,0.0000,出納:小口現金入金
20240331,00110101,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,221499.0000,対象外,0.0000,
20240331,00110101,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,200000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240331,00110101,,事務消耗品費,86100,,,,CHIKASAKUⅡ,備品,,,,,544.0000,課対仕入10%,49.0000,,,,,,,,,,,,,,,出納:スタッフ用手袋
20240331,00110101,,事務消耗品費,86100,,,,CHIKASAKUⅡ,スロット部品,,,,,175840.0000,課対仕入10%,15985.0000,,,,,,,,,,,,,,,出納:新鬼武者部品
20240331,00110101,,旅費交通費,86110,,,,CHIKASAKUⅡ,交通機関,,,,,7494.0000,課対仕入10%,679.0000,,,,,,,,,,,,,,,出納:視察　国分寺⇒所沢
20240331,00110101,,販売促進費,86145,,,,CHIKASAKUⅡ,アメニティ用品,,,,,3450.0000,課対仕入10%,313.0000,,,,,,,,,,,,,,,出納:貸出用手袋
20240331,00110101,,販売促進費,86145,,,,CHIKASAKUⅡ,販促物,,,,,7490.0000,課対仕入10%,680.0000,,,,,,,,,,,,,,,出納:スポットライト
20240331,00110101,,販売促進費,86145,,,,CHIKASAKUⅡ,個店イベント,,,,,11674.0000,課対仕入10%,1061.0000,,,,,,,,,,,,,,,出納:総付けドリンク
20240331,00110101,,販売促進費,86145,,,,CHIKASAKUⅡ,プライズ（景品代）,,,,,7087.0000,課対仕入10%,643.0000,,,,,,,,,,,,,,,出納:ポイント賞品
20240331,00110101,,非課税支払手数料,86303,,,,CHIKASAKUⅡ,各種手数料（官公庁）,,,,,7920.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:3/18分入替申請料
