収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,110001,20230831,,8530,日本カルミック㈱,衛生費,課対仕入10%,26334.0000,内税,2394.0000,8月度芳香器使用料,日本カルミック,CHIKASAKUⅡ,,,,,,
支出,110002,20230831,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,6030.0000,内税,548.0000,8月度コピー機使用料,パフォーマンスチャ－ジ,CHIKASAKUⅡ,,,,,,
支出,110003,20230831,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,8932.0000,内税,812.0000,8月度マット使用料,マット・モップ等,CHIKASAKUⅡ,,,,,,
支出,110004,20230831,,7472,㈱まさや,販売促進費,課対仕入10%,5336.0000,内税,485.0000,トイレットペーパー代,アメニティ用品,CHIKASAKUⅡ,,,,,,
,110004,20230831,,7472,㈱まさや,衛生費,課対仕入10%,10567.0000,内税,960.0000,ゴミ袋1ケース　業務用洗剤2.5Kg,清掃用品・衛生用品,CHIKASAKUⅡ,,,,,,
支出,110005,20230831,,3037,㈱データサポート,販売促進費,課対仕入10%,7150.0000,内税,650.0000,8月度携帯充電器使用料,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110006,20230831,,4014,ゲンダイエージェンシー㈱,販売促進費,課対仕入10%,22110.0000,内税,2010.0000,8月度LINE使用料,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110007,20230831,,3217,㈱末吉商会,販売促進費,課対仕入10%,9361.0000,内税,851.0000,紙おしぼり代2ケース,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110008,20230831,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,5500.0000,内税,500.0000,8月度新台配送料,配送費・運賃,CHIKASAKUⅡ,,,,,,
支出,110009,20230831,,4019,㈱貢献　経費,修繕費,課対仕入10%,64900.0000,内税,5900.0000,8/2 NSETメンテナンス一式,機械設備修理,CHIKASAKUⅡ,,,,,,
,110009,20230831,,4019,㈱貢献　経費,事務消耗品費,課対仕入10%,22000.0000,内税,2000.0000,8/22 遊技椅子椅子背ゴム4枚,備品,CHIKASAKUⅡ,,,,,,
,110009,20230831,,4019,㈱貢献　経費,運賃荷造費,課対仕入10%,1650.0000,内税,150.0000,8/22 背ゴム配送料,配送費・運賃,CHIKASAKUⅡ,,,,,,
支出,110010,20230831,,0185,東京ヤクルト販売㈱,販売促進費,課対仕入10%,8501.0000,内税,772.0000,8/18～8/20　ファン感謝デーお茶,ファン感謝デー,CHIKASAKUⅡ,,,,,,
支出,110011,20230831,,2320,㈱MonotaRO,事務消耗品費,課対仕入10%,4917.0000,内税,447.0000,インカムイヤホン3本,備品,CHIKASAKUⅡ,,,,,,
支出,110012,20230831,,4015,㈱一広ケーアンドエー,販売促進費,課対仕入10%,15400.0000,内税,1400.0000,８月度P-WORLD広告費,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110013,20230831,,6030,都ユニリース㈱,衛生費,課対仕入10%,40282.0000,内税,3662.0000,８月度制服クリーニング代,クリーニング代,CHIKASAKUⅡ,,,,,,
支出,110014,20230831,,0826,㈱さくらトータルサービス,事務消耗品費,課対仕入10%,2086.0000,内税,189.0000,掛金　南京錠（キャビネット施錠用鍵一式）,備品,CHIKASAKUⅡ,,,,,,
,110014,20230831,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,4125.0000,内税,375.0000,掛金　南京錠取り付け費,機械設備修理,CHIKASAKUⅡ,,,,,,
支出,110015,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,95040.0000,内税,8640.0000,８月度コレクタメンテナンス料,設備保守料,CHIKASAKUⅡ,,,,,,
支出,110016,20230831,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,119350.0000,内税,10850.0000,８月度早朝清掃費,清掃代,CHIKASAKUⅡ,,,,,,
支出,110017,20230831,,3201,大都販売㈱：経費,保守管理費,課対仕入10%,22000.0000,内税,2000.0000,８月度ホールコン（ZEUSIS）月額使用料,設備保守料,CHIKASAKUⅡ,,,,,,
