日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20221025,00110001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,200000.0000,対象外,0.0000,出納:小口現金入金
20221025,00110001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,35008.0000,対象外,0.0000,
20221025,00110001,,,,,,,,,,,,,,,,売上,84000,,,,CHIKASAKUⅡ,,,,,,1440.0000,課対仕入10%,130.0000,出納:オリジナル付箋2セット　社内販売
20221025,00110001,,小口現金,10020,,,,CHIKASAKUⅡ,,,,,,201440.0000,対象外,0.0000,,,,,,,,,,,,,,,
20221025,00110001,,買掛金,42010,,,,パーラー営業部,現金仕入：10%,,,,,110.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:シャーペン1本（仕入れ振替）
20221025,00110001,,買掛金,42010,,,,パーラー営業部,現金仕入8％,,,,,2654.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:ホットシチュー3個（仕入れ振替）
20221025,00110001,,事務消耗品費,86100,,,,CHIKASAKUⅡ,備品,,,,,14620.0000,課対仕入10%,1329.0000,,,,,,,,,,,,,,,出納:ボールペン1本　二重リング1個
20221025,00110001,,旅費交通費,86110,,,,CHIKASAKUⅡ,交通機関,,,,,1864.0000,課対仕入10%,169.0000,,,,,,,,,,,,,,,出納:10/4遊技機取扱主任者講習会参加（府中⇔上野）
20221025,00110001,,販売促進費,86145,,,,CHIKASAKUⅡ,アメニティ用品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:お客様用クッション2個
20221025,00110001,,販売促進費,86145,,,,CHIKASAKUⅡ,販促物,,,,,5500.0000,課対仕入10%,500.0000,,,,,,,,,,,,,,,出納:プレートキャッチ　ショーケース他　合計13点
20221025,00110001,,非課税支払手数料,86303,,,,CHIKASAKUⅡ,各種手数料（官公庁）,,,,,9820.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:10/17新台入替（変更承認申請書代）
