日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230825,00102001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,出納:小口現金入金
20230825,00102001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,115450.0000,対象外,0.0000,
20230825,00102001,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230825,00102001,,事務消耗品費,86100,,,,CHIKASAKU,事務用品,,,,,1276.0000,課対仕入10%,116.0000,,,,,,,,,,,,,,,出納:クリップ
20230825,00102001,,事務消耗品費,86100,,,,CHIKASAKU,ＯＡ用品,,,,,15730.0000,課対仕入10%,1430.0000,,,,,,,,,,,,,,,出納:リサイクルトナー（代行）
20230825,00102001,,販売促進費,86145,,,,CHIKASAKU,アメニティ用品,,,,,1166.0000,課対仕入10%,106.0000,,,,,,,,,,,,,,,出納:OS-1×6　お客様対応用
20230825,00102001,,販売促進費,86145,,,,CHIKASAKU,配布用販促物,,,,,8470.0000,課対仕入10%,770.0000,,,,,,,,,,,,,,,出納:配布用ポケットティッシュ
20230825,00102001,,販売促進費,86145,,,,CHIKASAKU,販促物,,,,,7698.0000,課対仕入10%,699.0000,,,,,,,,,,,,,,,出納:木製ラック
20230825,00102001,,販売促進費,86145,,,,CHIKASAKU,個店イベント,,,,,19470.0000,課対仕入10%,1770.0000,,,,,,,,,,,,,,,出納:バナナカステラ×200
20230825,00102001,,通信費,86160,,,,CHIKASAKU,郵便料金,,,,,870.0000,課対仕入10%,79.0000,,,,,,,,,,,,,,,出納:着払ゆうパック
20230825,00102001,,衛生費,86190,,,,CHIKASAKU,清掃用品・衛生用品,,,,,5830.0000,課対仕入10%,530.0000,,,,,,,,,,,,,,,出納:次亜塩素酸　20L
20230825,00102001,,教育費,86260,,,,CHIKASAKU,表彰・インセンティブ,,,,,22680.0000,課対仕入10%,2061.0000,,,,,,,,,,,,,,,出納:モランボンコンテスト表彰用お菓子
20230825,00102001,,非課税支払手数料,86303,,,,CHIKASAKU,各種手数料（官公庁）,,,,,22420.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:8/14入替申請書
20230825,00102001,,雑費,86310,,,,CHIKASAKU,その他,,,,,9840.0000,課対仕入10%,894.0000,,,,,,,,,,,,,,,出納:8/15まかない（早×7個）
