日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220831,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,ＣＨＩＫＡＳＡＫＵ,,,,,,57320.0000,対象外,0.0000,
20220831,00102101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,総務部,食券販売代金,,,,,3000.0000,課対仕入10%,272.0000,出納:食券販売代金
20220831,00102101,,小口現金,10020,,,,ＣＨＩＫＡＳＡＫＵ,,,,,,3000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220831,00102101,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,事務用品,,,,,110.0000,課対仕入10%,10.0000,,,,,,,,,,,,,,,出納:カラーシール
20220831,00102101,,旅費交通費,86110,,,,ＣＨＩＫＡＳＡＫＵ,交通機関,,,,,4124.0000,課対仕入10%,374.0000,,,,,,,,,,,,,,,出納:他店視察交通費
20220831,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,個店イベント,,,,,17000.0000,課対仕入10%,1545.0000,,,,,,,,,,,,,,,出納:総付景品
20220831,00102101,,通信費,86160,,,,ＣＨＩＫＡＳＡＫＵ,郵便料金,,,,,870.0000,課対仕入10%,79.0000,,,,,,,,,,,,,,,出納:着払いゆうパック
20220831,00102101,,教育費,86260,,,,ＣＨＩＫＡＳＡＫＵ,セミナー受講費,,,,,19840.0000,課対仕入10%,1803.0000,,,,,,,,,,,,,,,出納:遊技機取扱主任者申込（永井Mgr）
20220831,00102101,,教育費,86260,,,,ＣＨＩＫＡＳＡＫＵ,表彰・インセンティブ,,,,,4536.0000,課対仕入10%,412.0000,,,,,,,,,,,,,,,出納:表彰用お菓子（モランボンコンテスト）
20220831,00102101,,非課税支払手数料,86303,,,,ＣＨＩＫＡＳＡＫＵ,各種手数料（官公庁）,,,,,10840.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
