日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220630,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,ＣＨＩＫＡＳＡＫＵ,,,,,,100272.0000,対象外,0.0000,
20220630,00102101,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,ＯＡ用品,,,,,23100.0000,課対仕入10%,2100.0000,,,,,,,,,,,,,,,出納:リサイクルトナー３本
20220630,00102101,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,備品,,,,,660.0000,課対仕入10%,60.0000,,,,,,,,,,,,,,,出納:腕章6個
20220630,00102101,,旅費交通費,86110,,,,ＣＨＩＫＡＳＡＫＵ,交通機関,,,,,4324.0000,課対仕入10%,392.0000,,,,,,,,,,,,,,,出納:他店視察交通費
20220630,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,アメニティ用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:プルトップオープナー
20220630,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,配布用販促物,,,,,24992.0000,課対仕入10%,2272.0000,,,,,,,,,,,,,,,出納:配布用ティッシュ
20220630,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,個店イベント,,,,,17746.0000,課対仕入10%,1613.0000,,,,,,,,,,,,,,,出納:総付用和菓子
20220630,00102101,,通信費,86160,,,,ＣＨＩＫＡＳＡＫＵ,郵便料金,,,,,1740.0000,課対仕入10%,158.0000,,,,,,,,,,,,,,,出納:ゆうパック運賃
20220630,00102101,,非課税支払手数料,86303,,,,ＣＨＩＫＡＳＡＫＵ,各種手数料（官公庁）,,,,,23860.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
20220630,00102101,,雑費,86310,,,,ＣＨＩＫＡＳＡＫＵ,その他,,,,,3300.0000,課対仕入10%,300.0000,,,,,,,,,,,,,,,出納:加老戸さん診断書
