日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20231231,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,出納:小口現金入金
20231231,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,139377.0000,対象外,0.0000,
20231231,00102101,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20231231,00102101,,事務消耗品費,86100,,,,CHIKASAKU,事務用品,,,,,6097.0000,課対仕入10%,554.0000,,,,,,,,,,,,,,,出納:ペーパーカッター
20231231,00102101,,事務消耗品費,86100,,,,CHIKASAKU,備品,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:乾電池
20231231,00102101,,旅費交通費,86110,,,,CHIKASAKU,交通機関,,,,,11600.0000,課対仕入10%,1054.0000,,,,,,,,,,,,,,,出納:12/18星IS入替残業タクシー代
20231231,00102101,,販売促進費,86145,,,,CHIKASAKU,個店イベント,,,,,37750.0000,課対仕入10%,3431.0000,,,,,,,,,,,,,,,出納:総付け配布用お菓子
20231231,00102101,,衛生費,86190,,,,CHIKASAKU,清掃用品・衛生用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:厚手雑巾
20231231,00102101,,教育費,86260,,,,営業支援担当,表彰・インセンティブ,,,,,24570.0000,課対仕入10%,2233.0000,,,,,,,,,,,,,,,出納:モランボンコンテスト表彰用お菓子
20231231,00102101,,非課税支払手数料,86303,,,,CHIKASAKU,各種手数料（官公庁）,,,,,22260.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:12/25変更承認申請
20231231,00102101,,雑費,86310,,,,CHIKASAKU,その他,,,,,31720.0000,課対仕入10%,2882.0000,,,,,,,,,,,,,,,出納:12/25まかない弁当（早番）
20231231,00102101,,運賃荷造費,86340,,,,CHIKASAKU,配送費・運賃,,,,,3730.0000,課対仕入10%,338.0000,,,,,,,,,,,,,,,出納:着払運賃
