日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220930,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,ＣＨＩＫＡＳＡＫＵ,,,,,,130129.0000,対象外,0.0000,
20220930,00102101,,福利厚生費,86050,,,,総務部,健康診断・産業医,,,,,2104.0000,課対仕入10%,191.0000,,,,,,,,,,,,,,,出納:二次検査代
20220930,00102101,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,事務用品,,,,,4389.0000,課対仕入10%,399.0000,,,,,,,,,,,,,,,出納:両面テープ×10巻
20220930,00102101,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,備品,,,,,15543.0000,課対仕入10%,1413.0000,,,,,,,,,,,,,,,出納:アルカリ乾電池×10個
20220930,00102101,,事務消耗品費,86100,,,,ＣＨＩＫＡＳＡＫＵ,パチンコ部品,,,,,23320.0000,課対仕入10%,2120.0000,,,,,,,,,,,,,,,出納:パチンコ部品（ハンドル）
20220930,00102101,,旅費交通費,86110,,,,ＣＨＩＫＡＳＡＫＵ,交通機関,,,,,4568.0000,課対仕入10%,414.0000,,,,,,,,,,,,,,,出納:展示会交通費
20220930,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,アメニティ用品,,,,,6648.0000,課対仕入10%,603.0000,,,,,,,,,,,,,,,出納:綿棒・消臭ビーズ
20220930,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,販促物,,,,,38305.0000,課対仕入10%,3482.0000,,,,,,,,,,,,,,,出納:販促物（LEDテープ）
20220930,00102101,,販売促進費,86145,,,,ＣＨＩＫＡＳＡＫＵ,個店イベント,,,,,23422.0000,課対仕入10%,2128.0000,,,,,,,,,,,,,,,出納:トップ稼働企画用お菓子
20220930,00102101,,通信費,86160,,,,ＣＨＩＫＡＳＡＫＵ,郵便料金,,,,,870.0000,課対仕入10%,79.0000,,,,,,,,,,,,,,,出納:ゆうパック利用料
20220930,00102101,,非課税支払手数料,86303,,,,ＣＨＩＫＡＳＡＫＵ,各種手数料（官公庁）,,,,,10960.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請手数料
