収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,501001,20230630,,3564,府中消防懇話会,諸会費,対象外,20000.0000,,0.0000,府中消防懇談会：令和5年度年会費,,人事総務部,,,,,,
支出,501002,20230630,,6812,文化シャッターサ－ビス㈱,保守管理費,課対仕入10%,173250.0000,内税,15750.0000,食品館シャッター点検,設備保守料,食品館不動産,,,,,,
支出,501003,20230630,,8244,府中市災害防止協会,諸会費,対象外,48000.0000,,0.0000,府中災害防止協会：令和5年度年会費,,人事総務部,,,,,,
支出,501004,20230630,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,7392.0000,内税,672.0000,マット代：6月分,マット・モップ等,食品館不動産,,,,,,
支出,501005,20230630,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,2640.0000,内税,240.0000,マット代：6月分,マット・モップ等,食品館不動産,,,,,,
支出,501006,20230630,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,8692.0000,内税,790.0000,複合機使用料：6月分,パフォーマンスチャ－ジ,人事総務部,,,,,,
支出,501007,20230630,,4011,㈱シー・アイ・シー,衛生費,課対仕入10%,11440.0000,内税,1040.0000,ネコささレンタル：6月分,害虫駆除,食品館不動産,,,,,,
支出,501008,20230630,,5540,府中年金委員会,諸会費,対象外,5000.0000,,0.0000,府中年金委員会：2023年度会費,,人事総務部,,,,,,
支出,501009,20230630,,9970,リコージャパン㈱,通信費,課対仕入10%,3960.0000,内税,360.0000,M365使用料：当月分,電話・FAX他,人事総務部,,,,,,
支出,501010,20230630,,3496,㈱リクルート,教育費,課対仕入10%,402600.0000,内税,36600.0000,求人掲載料：6月分,新卒以外募集費,人事総務部,,,,,,
支出,501011,20230630,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,33000.0000,内税,3000.0000,6月分:ゴミ処理代,ゴミ処理,CHIKASAKU,,,,,,
,501011,20230630,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,38733.0000,内税,3522.0000,6月分:ゴミ処理代,ゴミ処理,CHIKASAKUⅡ,,,,,,
,501011,20230630,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,110240.0000,内税,10021.0000,6月分:ゴミ処理代,ゴミ処理,食品館不動産,,,,,,
支出,501012,20230630,,8038,㈱大久保,衛生費,課対仕入10%,19800.0000,内税,1800.0000,古紙回収費：6月分,ゴミ処理,食品館不動産,,,,,,
支出,501013,20230630,,7472,㈱まさや,衛生費,課対仕入10%,1509.0000,内税,137.0000,クイックルワイパー購入：6月分,清掃・衛生用品,食品館不動産,,,,,,
支出,501014,20230630,,9000,スポット取引：入力用,諸会費,対象外,5000.0000,,0.0000,江東区民まつり亀戸地区実行委員会：提灯代,,人事総務部,,,,,,
支出,501015,20230630,,3568,府中交通安全協会,諸会費,対象外,20000.0000,,0.0000,府中交通安全協会：令和5年度特別会費,,人事総務部,,,,,,
支出,501016,20230630,,8530,日本カルミック㈱,衛生費,課対仕入10%,3762.0000,内税,342.0000,ソープディスペンサー他：6月分,日本カルミック,食品館不動産,,,,,,
