日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20221125,00108001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ,,,,,,55355.0000,対象外,0.0000,
20221125,00108001,,買掛金,42010,,,,スパークルⅡ,現金仕入：10%,,,,,12627.0000,対象外,459.0000,,,,,,,,,,,,,,,出納:酒類
20221125,00108001,,買掛金,42010,,,,スパークルⅡ,現金仕入8％,,,,,7157.0000,対象外,529.0000,,,,,,,,,,,,,,,出納:マルちゃん正麺各種
20221125,00108001,,事務消耗品費,86100,,,,スパークルⅡ,事務用品,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:単語帳、ボールペン
20221125,00108001,,事務消耗品費,86100,,,,スパークルⅡ,ＯＡ用品,,,,,3740.0000,課対仕入10%,340.0000,,,,,,,,,,,,,,,出納:ロール紙
20221125,00108001,,旅費交通費,86110,,,,スパークルⅡ,交通機関,,,,,2244.0000,課対仕入10%,204.0000,,,,,,,,,,,,,,,出納:国分寺⇔御徒町
20221125,00108001,,販売促進費,86145,,,,スパークルⅡ,アメニティ用品,,,,,611.0000,課対仕入10%,55.0000,,,,,,,,,,,,,,,出納:アメニティ用ナプキン
20221125,00108001,,販売促進費,86145,,,,スパークルⅡ,販促物,,,,,5462.0000,課対仕入10%,496.0000,,,,,,,,,,,,,,,出納:販促用クラフトBOX
20221125,00108001,,販売促進費,86145,,,,スパークルⅡ,個店イベント,,,,,2104.0000,課対仕入10%,191.0000,,,,,,,,,,,,,,,出納:ポイント商品
20221125,00108001,,衛生費,86190,,,,スパークルⅡ,Ｐ清掃・衛生用品,,,,,110.0000,課対仕入10%,10.0000,,,,,,,,,,,,,,,出納:粉末用洗剤
20221125,00108001,,車両燃料費,86200,,,,スパークルⅡ,駐車料金,,,,,600.0000,課対仕入10%,54.0000,,,,,,,,,,,,,,,出納:駐車場代
20221125,00108001,,非課税支払手数料,86303,,,,スパークルⅡ,各種手数料（官公庁）,,,,,19440.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請書
20221125,00108001,,運賃荷造費,86340,,,,スパークルⅡ,配送費・運賃,,,,,930.0000,課対仕入10%,84.0000,,,,,,,,,,,,,,,出納:運賃
