日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220930,00108101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ,,,,,,200000.0000,対象外,0.0000,出納:小口入金
20220930,00108101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ,,,,,,94095.0000,対象外,0.0000,
20220930,00108101,,小口現金,10020,,,,スパークルⅡ,,,,,,200000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220930,00108101,,買掛金,42010,,,,パーラー営業部,現金仕入：10%,,,,,10146.0000,対象外,922.0000,,,,,,,,,,,,,,,出納:現金仕入れ(酒類)
20220930,00108101,,買掛金,42010,,,,パーラー営業部,現金仕入8％,,,,,3205.0000,対象外,268.0000,,,,,,,,,,,,,,,出納:現金仕入れ(缶詰類)
20220930,00108101,,事務消耗品費,86100,,,,スパークルⅡ,備品,,,,,40269.0000,課対仕入10%,3659.0000,,,,,,,,,,,,,,,出納:喫煙所用目隠しフェンス
20220930,00108101,,販売促進費,86145,,,,スパークルⅡ,販促物,,,,,1423.0000,課対仕入10%,129.0000,,,,,,,,,,,,,,,出納:CD-R
20220930,00108101,,販売促進費,86145,,,,スパークルⅡ,個店イベント,,,,,13583.0000,課対仕入10%,1071.0000,,,,,,,,,,,,,,,出納:9月総付け用景品
20220930,00108101,,衛生費,86190,,,,スパークルⅡ,Ｐ清掃・衛生用品,,,,,299.0000,課対仕入10%,27.0000,,,,,,,,,,,,,,,出納:トイレ用洗剤
20220930,00108101,,車両燃料費,86200,,,,スパークルⅡ,駐車料金,,,,,4900.0000,課対仕入10%,444.0000,,,,,,,,,,,,,,,出納:車輛通勤駐車場代
20220930,00108101,,非課税支払手数料,86303,,,,スパークルⅡ,各種手数料（官公庁）,,,,,19440.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請
20220930,00108101,,運賃荷造費,86340,,,,スパークルⅡ,配送費・運賃,,,,,830.0000,課対仕入10%,75.0000,,,,,,,,,,,,,,,出納:スロット遊技台書類運賃
