日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230531,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,80556.0000,対象外,0.0000,
20230531,00104101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,人事総務部,食券販売代金,,,,,60000.0000,課対仕入10%,5454.0000,出納:食券代入金
20230531,00104101,,小口現金,10020,,,,スパークル府中,,,,,,60000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230531,00104101,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,3473.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20230531,00104101,,事務消耗品費,86100,,,,スパークル府中,ＯＡ用品,,,,,13310.0000,課対仕入10%,1210.0000,,,,,,,,,,,,,,,出納:ロール紙
20230531,00104101,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,1650.0000,課対仕入10%,150.0000,,,,,,,,,,,,,,,出納:ビニール袋
20230531,00104101,,旅費交通費,86110,,,,スパークル府中,交通機関,,,,,3858.0000,課対仕入10%,348.0000,,,,,,,,,,,,,,,出納:府中⇔御徒町(展示会)
20230531,00104101,,販売促進費,86145,,,,スパークル府中,アメニティ用品,,,,,1320.0000,課対仕入10%,120.0000,,,,,,,,,,,,,,,出納:あぶら取り紙
20230531,00104101,,販売促進費,86145,,,,スパークル府中,販促物,,,,,5280.0000,課対仕入10%,480.0000,,,,,,,,,,,,,,,出納:プラザ装飾
20230531,00104101,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,24125.0000,課対仕入10%,2192.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230531,00104101,,衛生費,86190,,,,スパークル府中,クリーニング代,,,,,15131.0000,課対仕入10%,1375.0000,,,,,,,,,,,,,,,出納:クリーニング
20230531,00104101,,衛生費,86190,,,,スパークル府中,Ｐ清掃・衛生用品,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:洗剤
20230531,00104101,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,11120.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
20230531,00104101,,運賃荷造費,86340,,,,スパークル府中,配送費・運賃,,,,,959.0000,課対仕入10%,87.0000,,,,,,,,,,,,,,,出納:運賃
