日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230930,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,110119.0000,対象外,0.0000,
20230930,00104101,,買掛金,42010,,,,スパークル府中,現金仕入8％,,,,,32180.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:ハロウィンお菓子
20230930,00104101,,事務消耗品費,86100,,,,スパークル府中,ＯＡ用品,,,,,15605.0000,課対仕入10%,1418.0000,,,,,,,,,,,,,,,出納:トナー
20230930,00104101,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,698.0000,課対仕入10%,63.0000,,,,,,,,,,,,,,,出納:ティッシュ
20230930,00104101,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:コーヒーフィルター
20230930,00104101,,販売促進費,86145,,,,スパークル府中,アメニティ用品,,,,,990.0000,課対仕入10%,90.0000,,,,,,,,,,,,,,,出納:コットン・油取り紙
20230930,00104101,,販売促進費,86145,,,,スパークル府中,配布用販促物,,,,,22462.0000,課対仕入10%,2042.0000,,,,,,,,,,,,,,,出納:ティッシュ
20230930,00104101,,販売促進費,86145,,,,スパークル府中,販促物,,,,,4917.0000,課対仕入10%,447.0000,,,,,,,,,,,,,,,出納:ハロウィン装飾
20230930,00104101,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,6488.0000,課対仕入10%,589.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230930,00104101,,販売促進費,86145,,,,ベンダー部門,販促物,,,,,1104.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:ハロウィーン装飾
20230930,00104101,,衛生費,86190,,,,スパークル府中,害虫駆除,,,,,807.0000,課対仕入10%,73.0000,,,,,,,,,,,,,,,出納:ゴキブリ駆除剤
20230930,00104101,,衛生費,86190,,,,スパークル府中,清掃用品・衛生用品,,,,,1078.0000,課対仕入10%,98.0000,,,,,,,,,,,,,,,出納:ビニール手袋
20230930,00104101,,支払手数料,86300,,,,スパークル府中,事務手数料,,,,,770.0000,課対仕入10%,70.0000,,,,,,,,,,,,,,,出納:現金仕入代引手数料
20230930,00104101,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,19100.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:道路使用
20230930,00104101,,雑費,86310,,,,スパークル府中,クレーム処理費,,,,,3590.0000,課対仕入10%,326.0000,,,,,,,,,,,,,,,出納:顧客トラブル対応
