日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220930,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20220930,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,179850.0000,対象外,0.0000,
20220930,00104101,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220930,00104101,,買掛金,42010,,,,パーラー営業部,現金仕入8％,,,,,2928.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:コーラ
20220930,00104101,,事務消耗品費,86100,,,,スパ－クル府中,ＯＡ用品,,,,,2010.0000,課対仕入10%,182.0000,,,,,,,,,,,,,,,出納:マウス
20220930,00104101,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,33924.0000,課対仕入10%,3084.0000,,,,,,,,,,,,,,,出納:スタンド灰皿
20220930,00104101,,事務消耗品費,86100,,,,ベンダー部門,事務用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:両面テープ
20220930,00104101,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:タオルハンガー
20220930,00104101,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,12782.0000,課対仕入10%,1154.0000,,,,,,,,,,,,,,,出納:府中⇔国領（申請）
20220930,00104101,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,29491.0000,課対仕入10%,2681.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ
20220930,00104101,,販売促進費,86145,,,,スパ－クル府中,販促物,,,,,29612.0000,課対仕入10%,2692.0000,,,,,,,,,,,,,,,出納:ハロウィン装飾
20220930,00104101,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,15110.0000,課対仕入10%,1373.0000,,,,,,,,,,,,,,,出納:ポイント景品
20220930,00104101,,衛生費,86190,,,,スパ－クル府中,Ｐ清掃・衛生用品,,,,,753.0000,課対仕入10%,68.0000,,,,,,,,,,,,,,,出納:ハイター他
20220930,00104101,,教育費,86260,,,,スパ－クル府中,セミナー受講費,,,,,39680.0000,課対仕入10%,3606.0000,,,,,,,,,,,,,,,出納:取扱主任申込
20220930,00104101,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,12460.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:道路使用許可
