日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20221130,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,121037.0000,対象外,0.0000,
20221130,00104101,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,3537.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入
20221130,00104101,,事務消耗品費,86100,,,,スパ－クル府中,ＯＡ用品,,,,,17340.0000,課対仕入10%,1576.0000,,,,,,,,,,,,,,,出納:HC用プリンタ
20221130,00104101,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,1874.0000,課対仕入10%,170.0000,,,,,,,,,,,,,,,出納:備品
20221130,00104101,,事務消耗品費,86100,,,,ベンダー部門,事務用品,,,,,2310.0000,課対仕入10%,210.0000,,,,,,,,,,,,,,,出納:文房具
20221130,00104101,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,4466.0000,課対仕入10%,403.0000,,,,,,,,,,,,,,,出納:府中⇔御徒町（展示会）
20221130,00104101,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,28457.0000,課対仕入10%,2587.0000,,,,,,,,,,,,,,,出納:ティッシュ
20221130,00104101,,販売促進費,86145,,,,スパ－クル府中,販促物,,,,,2097.0000,課対仕入10%,190.0000,,,,,,,,,,,,,,,出納:販促物
20221130,00104101,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,7190.0000,課対仕入10%,653.0000,,,,,,,,,,,,,,,出納:ポイント景品
20221130,00104101,,衛生費,86190,,,,スパ－クル府中,クリーニング代,,,,,16290.0000,課対仕入10%,1480.0000,,,,,,,,,,,,,,,出納:制服直し
20221130,00104101,,衛生費,86190,,,,スパ－クル府中,Ｐ清掃・衛生用品,,,,,716.0000,課対仕入10%,65.0000,,,,,,,,,,,,,,,出納:ハイター
20221130,00104101,,教育費,86260,,,,スパ－クル府中,セミナー受講費,,,,,19840.0000,課対仕入10%,1803.0000,,,,,,,,,,,,,,,出納:遊技機取扱主任者更新
20221130,00104101,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,16920.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:道路使用許可
