日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20221225,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,出納:
20221225,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,140830.0000,対象外,0.0000,
20221225,00104001,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20221225,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,1684.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入
20221225,00104001,,事務消耗品費,86100,,,,スパ－クル府中,事務用品,,,,,990.0000,課対仕入10%,90.0000,,,,,,,,,,,,,,,出納:ファイル
20221225,00104001,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,10349.0000,課対仕入10%,940.0000,,,,,,,,,,,,,,,出納:あぶらとり紙他
20221225,00104001,,事務消耗品費,86100,,,,スパ－クル府中,パチンコ部品,,,,,19360.0000,課対仕入10%,1760.0000,,,,,,,,,,,,,,,出納:パチンコ部品
20221225,00104001,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,1320.0000,課対仕入10%,120.0000,,,,,,,,,,,,,,,出納:備品
20221225,00104001,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,640.0000,課対仕入10%,58.0000,,,,,,,,,,,,,,,出納:府中⇔調布（サンプリング）
20221225,00104001,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,28457.0000,課対仕入10%,2587.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ
20221225,00104001,,販売促進費,86145,,,,スパ－クル府中,個店イベント,,,,,38900.0000,課対仕入10%,3536.0000,,,,,,,,,,,,,,,出納:１２月総付け
20221225,00104001,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,3450.0000,課対仕入10%,313.0000,,,,,,,,,,,,,,,出納:ポイント商品
20221225,00104001,,教育費,86260,,,,スパ－クル府中,セミナー受講費,,,,,21620.0000,課対仕入10%,1965.0000,,,,,,,,,,,,,,,出納:遊技機取扱主任申込：田中mgr
20221225,00104001,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,14060.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
