日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240125,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,106176.0000,対象外,0.0000,
20240125,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,5935.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入
20240125,00104001,,事務消耗品費,86100,,,,スパークル府中,事務用品,,,,,1650.0000,課対仕入10%,150.0000,,,,,,,,,,,,,,,出納:事務用品
20240125,00104001,,事務消耗品費,86100,,,,スパークル府中,ＯＡ用品,,,,,15620.0000,課対仕入10%,1420.0000,,,,,,,,,,,,,,,出納:トナーカートリッジ
20240125,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,628.0000,課対仕入10%,57.0000,,,,,,,,,,,,,,,出納:ボックスティッシュ
20240125,00104001,,事務消耗品費,86100,,,,スパークル府中,制服代,,,,,2604.0000,課対仕入10%,236.0000,,,,,,,,,,,,,,,出納:エプロン
20240125,00104001,,販売促進費,86145,,,,スパークル府中,配布用販促物,,,,,23925.0000,課対仕入10%,2175.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ
20240125,00104001,,販売促進費,86145,,,,スパークル府中,個店イベント,,,,,35730.0000,課対仕入10%,3248.0000,,,,,,,,,,,,,,,出納:総付け景品
20240125,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,14444.0000,課対仕入10%,1312.0000,,,,,,,,,,,,,,,出納:ポイント景品
20240125,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,5640.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認
