日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240625,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,43726.0000,対象外,0.0000,
20240625,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入：10%,,,,,3300.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20240625,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,3628.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20240625,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:備品かご、ごみ袋
20240625,00104001,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:ふきん
20240625,00104001,,旅費交通費,86110,,,,スパークル府中,交通機関,,,,,800.0000,課対仕入10%,72.0000,,,,,,,,,,,,,,,出納:通勤費（6/1,2,3,5）
20240625,00104001,,販売促進費,86145,,,,スパークル府中,アメニティ用品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:アメニティ
20240625,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,18606.0000,課対仕入10%,1690.0000,,,,,,,,,,,,,,,出納:ポイント景品
20240625,00104001,,衛生費,86190,,,,スパークル府中,清掃用品・衛生用品,,,,,716.0000,課対仕入10%,65.0000,,,,,,,,,,,,,,,出納:清掃用品・ハイター
20240625,00104001,,衛生費,86190,,,,ベンダー部門,清掃用品・衛生用品,,,,,1086.0000,課対仕入10%,98.0000,,,,,,,,,,,,,,,出納:ハイター
20240625,00104001,,支払手数料,86300,,,,スパークル府中,その他,,,,,3200.0000,課対仕入10%,290.0000,,,,,,,,,,,,,,,出納:管理者変更写真
20240625,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,10520.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:身分証明書
