日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20221125,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,200000.0000,対象外,0.0000,出納:小口入金
20221125,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,251136.0000,対象外,0.0000,
20221125,00104001,,小口現金,10020,,,,スパ－クル府中,,,,,,200000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20221125,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,5628.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入
20221125,00104001,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,8909.0000,課対仕入10%,807.0000,,,,,,,,,,,,,,,出納:ティッシュ
20221125,00104001,,事務消耗品費,86100,,,,スパ－クル府中,パチンコ部品,,,,,127270.0000,課対仕入10%,11570.0000,,,,,,,,,,,,,,,出納:サミーパーツ
20221125,00104001,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,4688.0000,課対仕入10%,424.0000,,,,,,,,,,,,,,,出納:府中⇔調布（サンプリング）
20221125,00104001,,販売促進費,86145,,,,スパ－クル府中,アメニティ用品,,,,,11659.0000,課対仕入10%,1059.0000,,,,,,,,,,,,,,,出納:マウスウォッシュ
20221125,00104001,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,28457.0000,課対仕入10%,2587.0000,,,,,,,,,,,,,,,出納:ティッシュ
20221125,00104001,,販売促進費,86145,,,,スパ－クル府中,販促物,,,,,2972.0000,課対仕入10%,270.0000,,,,,,,,,,,,,,,出納:フエルト他
20221125,00104001,,販売促進費,86145,,,,スパ－クル府中,個店イベント,,,,,31800.0000,課対仕入10%,2890.0000,,,,,,,,,,,,,,,出納:総付け景品
20221125,00104001,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,11493.0000,課対仕入10%,1043.0000,,,,,,,,,,,,,,,出納:ポイント商品
20221125,00104001,,衛生費,86190,,,,ベンダー部門,Ｐ清掃・衛生用品,,,,,660.0000,課対仕入10%,60.0000,,,,,,,,,,,,,,,出納:キッチンブリーチ
20221125,00104001,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,17600.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認
