日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240430,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,198398.0000,対象外,0.0000,
20240430,00104101,,買掛金,42010,,,,スパークル府中,現金仕入：10%,,,,,26400.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20240430,00104101,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,17881.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20240430,00104101,,事務消耗品費,86100,,,,スパークル府中,事務用品,,,,,1545.0000,課対仕入10%,140.0000,,,,,,,,,,,,,,,出納:ペン
20240430,00104101,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,1025.0000,課対仕入10%,92.0000,,,,,,,,,,,,,,,出納:ボックスティッシュ
20240430,00104101,,事務消耗品費,86100,,,,ベンダー部門,事務用品,,,,,1467.0000,課対仕入10%,133.0000,,,,,,,,,,,,,,,出納:マーカー
20240430,00104101,,旅費交通費,86110,,,,スパークル府中,交通機関,,,,,6883.0000,課対仕入10%,622.0000,,,,,,,,,,,,,,,出納:府中⇔御徒町(展示会)
20240430,00104101,,販売促進費,86145,,,,スパークル府中,販促物,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:プラザ販促物
20240430,00104101,,販売促進費,86145,,,,スパークル府中,個店イベント,,,,,70330.0000,課対仕入10%,6392.0000,,,,,,,,,,,,,,,出納:総付け景品
20240430,00104101,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,52477.0000,課対仕入10%,4768.0000,,,,,,,,,,,,,,,出納:ポイント景品
20240430,00104101,,販売促進費,86145,,,,ベンダー部門,販促物,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:Ｓカフェ販促物
20240430,00104101,,衛生費,86190,,,,ベンダー部門,クリーニング代,,,,,2930.0000,課対仕入10%,266.0000,,,,,,,,,,,,,,,出納:クリーニング代
20240430,00104101,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,15260.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
