収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,104001,20230930,,3201,大都販売㈱：経費,保守管理費,課対仕入10%,22000.0000,内税,2000.0000,ZEUSIS月額,設備保守料,スパークル府中,,,,,,
,104001,20230930,,3201,大都販売㈱：経費,事務消耗品費,課対仕入10%,65010.0000,内税,5910.0000,研磨布,備品,スパークル府中,,,,,,
,104001,20230930,,3201,大都販売㈱：経費,事務消耗品費,課対仕入10%,7260.0000,内税,660.0000,ナイスキャッチ,備品,スパークル府中,,,,,,
,104001,20230930,,3201,大都販売㈱：経費,修繕費,課対仕入10%,123420.0000,内税,11220.0000,島リフト修理作業,機械設備修理,スパークル府中,,,,,,
支出,104002,20230930,,3001,ヤマト運輸㈱　多摩主管支店,運賃荷造費,課対仕入10%,1880.0000,内税,170.0000,運賃,配送費・運賃,スパークル府中,,,,,,
支出,104003,20230930,,3006,グローリーナスカ㈱,保守管理費,課対仕入10%,105600.0000,内税,9600.0000,保守管理費,設備保守料,スパークル府中,,,,,,
支出,104004,20230930,,9000,スポット取引：入力用,運賃荷造費,課対仕入10%,1100.0000,内税,100.0000,仕入商品運賃,配送費・運賃,スパークル府中,,,,,,
支出,104005,20230930,,5343,大國魂神社,販売促進費,課対仕入10%,196980.0000,内税,17907.0000,駐車サービス,お客様駐車券,スパークル府中,,,,,,
支出,104006,20230930,,4878,㈱キョウエイアドインターナショナル,販売促進費,課対仕入10%,165275.0000,内税,15025.0000,バス広告,看板・吊革広告,スパークル府中,,,,,,
支出,104007,20230930,,8530,日本カルミック㈱,衛生費,課対仕入10%,33770.0000,内税,3070.0000,サニタイザー使用料,日本カルミック,スパークル府中,,,,,,
支出,104008,20230930,,2180,㈱HY－システム,支払手数料,課対仕入10%,22000.0000,内税,2000.0000,ＨＹシステム利用料,ｼｽﾃﾑ管理利用料,スパークル府中,,,,,,
支出,104009,20230930,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,31768.0000,内税,2888.0000,マット・モップ代,マット・モップ等,スパークル府中,,,,,,
支出,104010,20230930,,2322,㈱黒田生々堂,事務消耗品費,課対仕入10%,11284.0000,内税,1025.0000,ディスクカッター他,事務用品,スパークル府中,,,,,,
支出,104011,20230930,,3017,㈱LGF,販売促進費,課対仕入10%,999999.0000,内税,90909.0000,Web広告・パチエース他,広告掲載料,スパークル府中,,,,,,
,104011,20230930,,3017,㈱LGF,販売促進費,課対仕入10%,100001.0000,内税,9091.0000,本気のビラ配り,個店イベント,スパークル府中,,,,,,
支出,104012,20230930,,7472,㈱まさや,販売促進費,課対仕入10%,89276.0000,内税,8116.0000,トイレットペーパー・他,アメニティ用品,スパークル府中,,,,,,
,104012,20230930,,7472,㈱まさや,衛生費,課対仕入10%,60922.0000,内税,5538.0000,ゴミ袋他,清掃用品・衛生用品,スパークル府中,,,,,,
支出,104013,20230930,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,258610.0000,内税,23510.0000,運賃,配送費・運賃,スパークル府中,,,,,,
支出,104014,20230930,,5131,㈲古川新興,衛生費,課対仕入10%,60963.0000,内税,5542.0000,ゴミ処理代,ゴミ処理,スパークル府中,,,,,,
支出,104015,20230930,,5131,㈲古川新興,衛生費,課対仕入10%,43120.0000,内税,3920.0000,ゴミ処理代　臨時廃棄物処理他,ゴミ処理,スパークル府中,,,,,,
支出,104016,20230930,,6030,都ユニリース㈱,衛生費,課対仕入10%,188320.0000,内税,17120.0000,制服レンタル料,クリーニング代,スパークル府中,,,,,,
支出,104017,20230930,,0452,㈱稲進,販売促進費,課対仕入10%,11638.0000,内税,1058.0000,ラミパック,販促物,スパークル府中,,,,,,
支出,104018,20230930,,3217,㈱末吉商会,販売促進費,課対仕入10%,65351.0000,内税,5941.0000,おしぼり,アメニティ用品,スパークル府中,,,,,,
支出,104019,20230930,,4014,ゲンダイエージェンシー㈱,販売促進費,課対仕入10%,33110.0000,内税,3010.0000,LINE＠月額,広告掲載料,スパークル府中,,,,,,
支出,104020,20230930,,4947,㈱CCG　ENTERTAINMENT,販売促進費,課対仕入10%,352000.0000,内税,32000.0000,WEB広告,広告掲載料,スパークル府中,,,,,,
支出,104021,20230930,,4015,㈱一広ケーアンドエー,販売促進費,課対仕入10%,17600.0000,内税,1600.0000,ピーワールド掲載料,広告掲載料,スパークル府中,,,,,,
支出,104022,20230930,,0688,十全交通㈱,旅費交通費,課対仕入10%,1800.0000,内税,163.0000,府中～武蔵台,交通機関,スパークル府中,,,,,,
支出,104023,20230930,,4342,㈱大塚商会　府中支店,事務消耗品費,課対仕入10%,9375.0000,内税,852.0000,コピー用紙,ＯＡ用品,スパークル府中,,,,,,
支出,104024,20230930,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,27278.0000,内税,2479.0000,STS：契約外作業,機械設備修理,スパークル府中,,,,,,
支出,104025,20230930,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,1884300.0000,内税,171300.0000,STS:清掃費,清掃代,スパークル府中,,,,,,
支出,104026,20230930,,4019,㈱貢献　経費,修繕費,課対仕入10%,60500.0000,内税,5500.0000,パチンコ設置,入れ替え台取付,スパークル府中,,,,,,
,104026,20230930,,4019,㈱貢献　経費,事務消耗品費,課対仕入10%,1100.0000,内税,100.0000,釘シート,パチンコ部品,スパークル府中,,,,,,
,104026,20230930,,4019,㈱貢献　経費,事務消耗品費,課対仕入10%,22803.0000,内税,2073.0000,タイピンマイク型アセンブリ,備品,スパークル府中,,,,,,
,104026,20230930,,4019,㈱貢献　経費,事務消耗品費,課対仕入10%,3135.0000,内税,285.0000,ウォッシュタオル,備品,スパークル府中,,,,,,
