日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240225,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,186653.0000,対象外,0.0000,
20240225,00104001,,買掛金,42010,,,,スパークル府中,現金仕入：10%,,,,,23100.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20240225,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,3196.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20240225,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,698.0000,課対仕入10%,63.0000,,,,,,,,,,,,,,,出納:ティッシュ
20240225,00104001,,事務消耗品費,86100,,,,スパークル府中,レシート,,,,,13530.0000,課対仕入10%,1230.0000,,,,,,,,,,,,,,,出納:ロール紙
20240225,00104001,,販売促進費,86145,,,,スパークル府中,販促物,,,,,32180.0000,課対仕入10%,2922.0000,,,,,,,,,,,,,,,出納:ファン感販促
20240225,00104001,,販売促進費,86145,,,,スパークル府中,個店イベント,,,,,56880.0000,課対仕入10%,5170.0000,,,,,,,,,,,,,,,出納:総付け景品
20240225,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,46374.0000,課対仕入10%,4213.0000,,,,,,,,,,,,,,,出納:ポイント景品
20240225,00104001,,衛生費,86190,,,,ベンダー部門,清掃用品・衛生用品,,,,,215.0000,課対仕入10%,19.0000,,,,,,,,,,,,,,,出納:ブリーチ
20240225,00104001,,支払手数料,86300,,,,スパークル府中,事務手数料,,,,,660.0000,課対仕入10%,60.0000,,,,,,,,,,,,,,,出納:支払手数料
20240225,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,9820.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認
