日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220630,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20220630,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,273157.0000,対象外,0.0000,
20220630,00104101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,総務部,食券販売代金,,,,,36000.0000,課対仕入10%,3272.0000,出納:食券代入金
20220630,00104101,,小口現金,10020,,,,スパ－クル府中,,,,,,336000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220630,00104101,,前渡金,10280,,,,パーラー営業部,仕入前払,,,,,9132.0000,対象外,677.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20220630,00104101,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,1515.0000,課対仕入10%,137.0000,,,,,,,,,,,,,,,出納:ティッシュ
20220630,00104101,,事務消耗品費,86100,,,,スパ－クル府中,パチンコ部品,,,,,4510.0000,課対仕入10%,410.0000,,,,,,,,,,,,,,,出納:パチンコ部品
20220630,00104101,,事務消耗品費,86100,,,,スパ－クル府中,スロット部品,,,,,7469.0000,課対仕入10%,679.0000,,,,,,,,,,,,,,,出納:スロット部品
20220630,00104101,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,2200.0000,課対仕入10%,200.0000,,,,,,,,,,,,,,,出納:備品
20220630,00104101,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,3020.0000,課対仕入10%,273.0000,,,,,,,,,,,,,,,出納:府中⇔御徒町（貢献）
20220630,00104101,,販売促進費,86145,,,,スパ－クル府中,アメニティ用品,,,,,11439.0000,課対仕入10%,1039.0000,,,,,,,,,,,,,,,出納:マウスウォッシュ
20220630,00104101,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,58982.0000,課対仕入10%,5362.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ
20220630,00104101,,販売促進費,86145,,,,スパ－クル府中,販促物,,,,,99048.0000,課対仕入10%,9002.0000,,,,,,,,,,,,,,,出納:販促用かさ
20220630,00104101,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,26311.0000,課対仕入10%,2390.0000,,,,,,,,,,,,,,,出納:ポイント景品
20220630,00104101,,衛生費,86190,,,,スパ－クル府中,クリーニング代,,,,,15131.0000,課対仕入10%,1375.0000,,,,,,,,,,,,,,,出納:クリーニング代
20220630,00104101,,衛生費,86190,,,,スパ－クル府中,Ｐ清掃・衛生用品,,,,,764.0000,課対仕入10%,69.0000,,,,,,,,,,,,,,,出納:ハイター
20220630,00104101,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,20520.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:道路使用
20220630,00104101,,雑費,86310,,,,スパ－クル府中,その他,,,,,13116.0000,課対仕入10%,1191.0000,,,,,,,,,,,,,,,出納:まかないドーナツ
