日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230525,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20230525,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,112775.0000,対象外,0.0000,
20230525,00104001,,小口現金,10020,,,,スパークル府中,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230525,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,855.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20230525,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,25085.0000,課対仕入10%,2279.0000,,,,,,,,,,,,,,,出納:コットン・ハンドソープ他
20230525,00104001,,事務消耗品費,86100,,,,ベンダー部門,制服代,,,,,11990.0000,課対仕入10%,1090.0000,,,,,,,,,,,,,,,出納:制服代
20230525,00104001,,販売促進費,86145,,,,スパークル府中,アメニティ用品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:ペーパーカップ
20230525,00104001,,販売促進費,86145,,,,スパークル府中,配布用販促物,,,,,48020.0000,課対仕入10%,4365.0000,,,,,,,,,,,,,,,出納:総付け景品
20230525,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,15265.0000,課対仕入10%,1387.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230525,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,11120.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
