日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230225,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20230225,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,162870.0000,対象外,0.0000,
20230225,00104001,,小口現金,10020,,,,スパ－クル府中,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230225,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,6120.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入
20230225,00104001,,事務消耗品費,86100,,,,スパ－クル府中,パチンコ部品,,,,,17710.0000,課対仕入10%,1610.0000,,,,,,,,,,,,,,,出納:海ハンドル
20230225,00104001,,旅費交通費,86110,,,,スパ－クル府中,宿泊代,,,,,6820.0000,課対仕入10%,620.0000,,,,,,,,,,,,,,,出納:ホテル代
20230225,00104001,,旅費交通費,86110,,,,スパ－クル府中,赴任手当,,,,,50000.0000,課対仕入10%,4545.0000,,,,,,,,,,,,,,,出納:赴任手当
20230225,00104001,,販売促進費,86145,,,,スパ－クル府中,アメニティ用品,,,,,11439.0000,課対仕入10%,1039.0000,,,,,,,,,,,,,,,出納:マウスウォッシュ
20230225,00104001,,販売促進費,86145,,,,スパ－クル府中,販促物,,,,,3685.0000,課対仕入10%,335.0000,,,,,,,,,,,,,,,出納:店内装飾
20230225,00104001,,販売促進費,86145,,,,スパ－クル府中,個店イベント,,,,,48330.0000,課対仕入10%,4393.0000,,,,,,,,,,,,,,,出納:総付け景品用お菓子
20230225,00104001,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,12010.0000,課対仕入10%,1091.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230225,00104001,,衛生費,86190,,,,スパ－クル府中,Ｐ清掃・衛生用品,,,,,786.0000,課対仕入10%,71.0000,,,,,,,,,,,,,,,出納:ハイター
20230225,00104001,,支払手数料,86300,,,,スパ－クル府中,事務手数料,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:代引き手数料
20230225,00104001,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,5640.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
