日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230825,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,226035.0000,対象外,0.0000,
20230825,00104001,,買掛金,42010,,,,スパークル府中,現金仕入8％,,,,,38081.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:プラザ商品
20230825,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,6259.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:ポカリ
20230825,00104001,,事務消耗品費,86100,,,,スパークル府中,事務用品,,,,,1540.0000,課対仕入10%,140.0000,,,,,,,,,,,,,,,出納:ロングゴム
20230825,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,7253.0000,課対仕入10%,658.0000,,,,,,,,,,,,,,,出納:リモコン
20230825,00104001,,販売促進費,86145,,,,スパークル府中,販促物,,,,,103435.0000,課対仕入10%,9400.0000,,,,,,,,,,,,,,,出納:バスケット棚
20230825,00104001,,販売促進費,86145,,,,スパークル府中,個店イベント,,,,,37050.0000,課対仕入10%,3368.0000,,,,,,,,,,,,,,,出納:総付け景品用お菓子
20230825,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,15103.0000,課対仕入10%,1373.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230825,00104001,,衛生費,86190,,,,スパークル府中,害虫駆除,,,,,1634.0000,課対仕入10%,148.0000,,,,,,,,,,,,,,,出納:蚊取り線香
20230825,00104001,,衛生費,86190,,,,スパークル府中,清掃用品・衛生用品,,,,,660.0000,課対仕入10%,60.0000,,,,,,,,,,,,,,,出納:清掃用品
20230825,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,15020.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認
