日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230731,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20230731,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,146368.0000,対象外,0.0000,
20230731,00104101,,,,,,,,,,,,,,,,預り金,42050,,,,人事総務部,その他,,,,,6050.0000,対象外,0.0000,出納:健診オプション代（上原Ｍ）
20230731,00104101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,人事総務部,食券販売代金,,,,,49500.0000,課対仕入10%,4500.0000,出納:食券代入金
20230731,00104101,,小口現金,10020,,,,スパークル府中,,,,,,355550.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230731,00104101,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,8451.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ
20230731,00104101,,事務消耗品費,86100,,,,スパークル府中,事務用品,,,,,110.0000,課対仕入10%,10.0000,,,,,,,,,,,,,,,出納:パスケース
20230731,00104101,,事務消耗品費,86100,,,,スパークル府中,ＯＡ用品,,,,,1570.0000,課対仕入10%,142.0000,,,,,,,,,,,,,,,出納:マウス
20230731,00104101,,事務消耗品費,86100,,,,ベンダー部門,事務用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:テープ
20230731,00104101,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,3110.0000,課対仕入10%,282.0000,,,,,,,,,,,,,,,出納:コーヒーメーカー
20230731,00104101,,旅費交通費,86110,,,,スパークル府中,交通機関,,,,,3688.0000,課対仕入10%,332.0000,,,,,,,,,,,,,,,出納:府中～御徒町（展示会）
20230731,00104101,,販売促進費,86145,,,,スパークル府中,アメニティ用品,,,,,1508.0000,課対仕入10%,137.0000,,,,,,,,,,,,,,,出納:コットン・あぶら取り紙
20230731,00104101,,販売促進費,86145,,,,スパークル府中,販促物,,,,,76560.0000,課対仕入10%,6958.0000,,,,,,,,,,,,,,,出納:ロゴLEDプロジェクター
20230731,00104101,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,21873.0000,課対仕入10%,1988.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230731,00104101,,衛生費,86190,,,,ベンダー部門,害虫駆除,,,,,2732.0000,課対仕入10%,248.0000,,,,,,,,,,,,,,,出納:コバエホイホイ
20230731,00104101,,教育費,86260,,,,ベンダー部門,その他,,,,,1296.0000,課対仕入10%,117.0000,,,,,,,,,,,,,,,出納:シロップ
20230731,00104101,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,20520.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
20230731,00104101,,雑費,86310,,,,ベンダー部門,その他,,,,,4400.0000,課対仕入10%,400.0000,,,,,,,,,,,,,,,出納:診断書（桑原さん）
