日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230131,00104101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパ－クル府中,,,,,,133512.0000,対象外,0.0000,
20230131,00104101,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,2526.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入
20230131,00104101,,事務消耗品費,86100,,,,スパ－クル府中,事務用品,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:封筒
20230131,00104101,,事務消耗品費,86100,,,,スパ－クル府中,備品,,,,,33026.0000,課対仕入10%,2998.0000,,,,,,,,,,,,,,,出納:融雪剤
20230131,00104101,,事務消耗品費,86100,,,,スパ－クル府中,パチンコ部品,,,,,20350.0000,課対仕入10%,1850.0000,,,,,,,,,,,,,,,出納:海部品
20230131,00104101,,事務消耗品費,86100,,,,ベンダー部門,備品,,,,,1810.0000,課対仕入10%,164.0000,,,,,,,,,,,,,,,出納:備品
20230131,00104101,,旅費交通費,86110,,,,スパ－クル府中,交通機関,,,,,10948.0000,課対仕入10%,990.0000,,,,,,,,,,,,,,,出納:府中⇔九段下（法務局）
20230131,00104101,,販売促進費,86145,,,,スパ－クル府中,アメニティ用品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:アメニティ
20230131,00104101,,販売促進費,86145,,,,スパ－クル府中,配布用販促物,,,,,22462.0000,課対仕入10%,2042.0000,,,,,,,,,,,,,,,出納:ティッシュ
20230131,00104101,,販売促進費,86145,,,,スパ－クル府中,プライズ（景品代）,,,,,19204.0000,課対仕入10%,1744.0000,,,,,,,,,,,,,,,出納:ポイント景品
20230131,00104101,,通信費,86160,,,,スパ－クル府中,郵便料金,,,,,1376.0000,課対仕入10%,124.0000,,,,,,,,,,,,,,,出納:切手（身分証申請）
20230131,00104101,,租税公課,86170,,,,スパ－クル府中,収入印紙,,,,,600.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:登記用印紙代
20230131,00104101,,非課税支払手数料,86303,,,,スパ－クル府中,各種手数料（官公庁）,,,,,18990.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:入替申請
20230131,00104101,,雑費,86310,,,,スパ－クル府中,その他,,,,,900.0000,課対仕入10%,81.0000,,,,,,,,,,,,,,,出納:証明写真
