日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20241025,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,117571.0000,対象外,0.0000,
20241025,00104001,,買掛金,42010,,,,スパークル府中,現金仕入：10%,,,,,57868.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:現金仕入れ（ケロットトロフィー）
20241025,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,9774.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:10/4　ウメ昆布茶×2　アオリノアル紅茶×1
20241025,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,22730.0000,課対仕入10%,2065.0000,,,,,,,,,,,,,,,出納:ＢＯＸティッシュ他
20241025,00104001,,販売促進費,86145,,,,スパークル府中,販促物,,,,,2093.0000,課対仕入10%,190.0000,,,,,,,,,,,,,,,出納:プラザ装飾用品
20241025,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,3356.0000,課対仕入10%,305.0000,,,,,,,,,,,,,,,出納:ポイント景品ポイント特上カップヌードル各種
20241025,00104001,,支払手数料,86300,,,,スパークル府中,事務手数料,,,,,1760.0000,課対仕入10%,160.0000,,,,,,,,,,,,,,,出納:決済手数料
20241025,00104001,,支払手数料,86300,,,,ベンダー部門,事務手数料,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:代引き手数料
20241025,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,17020.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:認定申請手数料
20241025,00104001,,運賃荷造費,86340,,,,スパークル府中,配送費・運賃,,,,,2640.0000,課対仕入10%,240.0000,,,,,,,,,,,,,,,出納:送料
