日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240925,00104001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークル府中,,,,,,132447.0000,対象外,0.0000,
20240925,00104001,,買掛金,42010,,,,スパークル府中,現金仕入：10%,,,,,26884.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:北斗の拳　ガテン無敵マーカー
20240925,00104001,,買掛金,42010,,,,ベンダー部門,現金仕入8％,,,,,9595.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:お茶パック
20240925,00104001,,事務消耗品費,86100,,,,スパークル府中,備品,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:両面テープ
20240925,00104001,,事務消耗品費,86100,,,,スパークル府中,パチンコ部品,,,,,5280.0000,課対仕入10%,480.0000,,,,,,,,,,,,,,,出納:釘確認シート
20240925,00104001,,販売促進費,86145,,,,スパークル府中,アメニティ用品,,,,,1980.0000,課対仕入10%,180.0000,,,,,,,,,,,,,,,出納:ペーパーカップ他
20240925,00104001,,販売促進費,86145,,,,スパークル府中,個店イベント,,,,,55518.0000,課対仕入10%,5047.0000,,,,,,,,,,,,,,,出納:9月総付景品（栗どら焼き）
20240925,00104001,,販売促進費,86145,,,,スパークル府中,プライズ（景品代）,,,,,20392.0000,課対仕入10%,1853.0000,,,,,,,,,,,,,,,出納:ポイント景品　梨ジュース
20240925,00104001,,衛生費,86190,,,,スパークル府中,清掃用品・衛生用品,,,,,1218.0000,課対仕入10%,110.0000,,,,,,,,,,,,,,,出納:キッチンスポンジ他
20240925,00104001,,支払手数料,86300,,,,スパークル府中,金融機関手数料,,,,,660.0000,課対仕入10%,60.0000,,,,,,,,,,,,,,,出納:北斗の拳ガテンプロマーカー振込手数料
20240925,00104001,,支払手数料,86300,,,,スパークル府中,事務手数料,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:決済手数料
20240925,00104001,,非課税支払手数料,86303,,,,スパークル府中,各種手数料（官公庁）,,,,,5800.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:9/17分変更承認申請手数料
20240925,00104001,,運賃荷造費,86340,,,,スパークル府中,配送費・運賃,,,,,3140.0000,課対仕入10%,285.0000,,,,,,,,,,,,,,,出納:商品送料
