日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20241025,00109001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,111756.0000,対象外,0.0000,
20241025,00109001,,,,,,,,,,,,,,,,福利厚生費,86050,,,,人事総務課,食券販売代金,,,,,16500.0000,課対仕入10%,0.0000,出納:食券販売代金
20241025,00109001,,,,,,,,,,,,,,,,受取利息,87000,,,,その他,銀行利息,,,,,1.0000,非課仕入,0.0000,出納:小口現金口座
20241025,00109001,,小口現金,10020,,,,スパークルⅡ本町,,,,,,16501.0000,対象外,0.0000,,,,,,,,,,,,,,,
20241025,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,1314.0000,課対仕入10%,119.0000,,,,,,,,,,,,,,,出納:機密防水テープ
20241025,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,62437.0000,課対仕入10%,5675.0000,,,,,,,,,,,,,,,出納:収納ケース
20241025,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,パチンコ部品,,,,,7480.0000,課対仕入10%,680.0000,,,,,,,,,,,,,,,出納:トップユニット共通部
20241025,00109001,,販売促進費,86145,,,,スパークルⅡ本町,販促物,,,,,3500.0000,課対仕入10%,318.0000,,,,,,,,,,,,,,,出納:マスキングテープ
20241025,00109001,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,9445.0000,課対仕入10%,858.0000,,,,,,,,,,,,,,,出納:会員ポイント景品
20241025,00109001,,通信費,86160,,,,スパークルⅡ本町,郵便料金,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:着払い（マース部品）
20241025,00109001,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,25180.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請（10/7分）
20241025,00109001,,運賃荷造費,86340,,,,スパークルⅡ本町,配送費・運賃,,,,,1520.0000,課対仕入10%,138.0000,,,,,,,,,,,,,,,出納:着払い
