日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240331,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,128643.0000,対象外,0.0000,
20240331,00109101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,人事総務課,食券販売代金,,,,,4500.0000,課対仕入10%,409.0000,出納:食券販売代金（3月分）
20240331,00109101,,小口現金,10020,,,,スパークルⅡ本町,,,,,,4500.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240331,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,330.0000,課対仕入10%,30.0000,,,,,,,,,,,,,,,出納:ホッチキス針（3個）
20240331,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,110.0000,課対仕入10%,10.0000,,,,,,,,,,,,,,,出納:ホワイトボードイレーザー
20240331,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,パチンコ部品,,,,,1595.0000,課対仕入10%,145.0000,,,,,,,,,,,,,,,出納:パチンコ部品代引一式
20240331,00109101,,旅費交通費,86110,,,,スパークルⅡ本町,交通機関,,,,,1092.0000,課対仕入10%,99.0000,,,,,,,,,,,,,,,出納:店長展示会交通費（府中⇔京王八王子）3/11、3/18分
20240331,00109101,,販売促進費,86145,,,,スパークルⅡ本町,配布用販促物,,,,,60060.0000,課対仕入10%,5460.0000,,,,,,,,,,,,,,,出納:配布用ポケットティッシュ（18000個）
20240331,00109101,,販売促進費,86145,,,,スパークルⅡ本町,個店イベント,,,,,42500.0000,課対仕入10%,3863.0000,,,,,,,,,,,,,,,出納:4月総付け配布用お菓子
20240331,00109101,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,4872.0000,課対仕入10%,442.0000,,,,,,,,,,,,,,,出納:ポイント商品各種（カップヌードル、レモンサワー、金麦、缶コーヒー）
20240331,00109101,,通信費,86160,,,,スパークルⅡ本町,郵便料金,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:ゆうパック（マース）
20240331,00109101,,衛生費,86190,,,,スパークルⅡ本町,清掃用品・衛生用品,,,,,5444.0000,課対仕入10%,494.0000,,,,,,,,,,,,,,,出納:メガテック大型洗剤
20240331,00109101,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,10920.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請料（3/25分）
20240331,00109101,,運賃荷造費,86340,,,,スパークルⅡ本町,配送費・運賃,,,,,840.0000,課対仕入10%,76.0000,,,,,,,,,,,,,,,出納:遊技台運賃（ブリス）
