収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,109001,20231130,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,14966.0000,内税,1360.0000,11月度パフォーマンスチャージ代,パフォーマンスチャ－ジ,スパークルⅡ本町,,,,,,
支出,109002,20231130,,8530,日本カルミック㈱,衛生費,課対仕入10%,27302.0000,内税,2482.0000,11月分サニタリー全般,日本カルミック,スパークルⅡ本町,,,,,,
支出,109003,20231130,,2322,㈱黒田生々堂,販売促進費,課対仕入10%,26772.0000,内税,2433.0000,黒ハレパネ　A1ｘ20,販促物,スパークルⅡ本町,,,,,,
支出,109004,20231130,,8800,日本郵便㈱　武蔵府中支店,販売促進費,課対仕入10%,11340.0000,内税,1030.0000,11月度ダイレクトメール代,ＤＭ関連費用,スパークルⅡ本町,,,,,,
支出,109005,20231130,,5131,㈲古川新興,衛生費,課対仕入10%,24753.0000,内税,2250.0000,11月度　ゴミ処理費,ゴミ処理,スパークルⅡ本町,,,,,,
支出,109006,20231130,,6030,都ユニリース㈱,衛生費,課対仕入10%,79376.0000,内税,7216.0000,11月度制服レンタル代,クリーニング代,スパークルⅡ本町,,,,,,
支出,109007,20231130,,4015,㈱一広ケーアンドエー,販売促進費,課対仕入10%,26400.0000,内税,2400.0000,11月度P-WORLD掲載料,広告掲載料,スパークルⅡ本町,,,,,,
支出,109008,20231130,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,195580.0000,内税,17780.0000,11月度　運送費,配送費・運賃,スパークルⅡ本町,,,,,,
支出,109009,20231130,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,7700.0000,内税,700.0000,契約外作業（懸垂幕収納・復旧）,機械設備修理,スパークルⅡ本町,,,,,,
支出,109010,20231130,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,274780.0000,内税,24980.0000,コレクタ　　エアコン冷ケースフィルター清掃,設備保守料,スパークルⅡ本町,,,,,,
支出,109011,20231130,,0185,東京ヤクルト販売㈱,販売促進費,課対仕入10%,33592.0000,内税,2488.0000,お客様配布用オレンジジュース（消費税8％）,ファン感謝デー,スパークルⅡ本町,,,,,,
支出,109012,20231130,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,11286.0000,内税,1026.0000,11月レンタルマット代,マット・モップ等,スパークルⅡ本町,,,,,,
支出,109013,20231130,,4014,ゲンダイエージェンシー㈱,販売促進費,課対仕入10%,33110.0000,内税,3010.0000,LINE月額費用　11月分,広告掲載料,スパークルⅡ本町,,,,,,
支出,109014,20231130,,3217,㈱末吉商会,販売促進費,課対仕入10%,11154.0000,内税,1014.0000,貸おしぼり,アメニティ用品,スパークルⅡ本町,,,,,,
,109014,20231130,,3217,㈱末吉商会,支払手数料,課対仕入10%,1100.0000,内税,100.0000,温冷庫リース料金,レンタル料,スパークルⅡ本町,,,,,,
支出,109015,20231130,,4947,㈱CCG　ENTERTAINMENT,販売促進費,課対仕入10%,198000.0000,内税,18000.0000,P.click 配信料,広告掲載料,スパークルⅡ本町,,,,,,
