日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20220531,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,48255.0000,対象外,0.0000,
20220531,00109101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,総務部,食券販売代金,,,,,7500.0000,課対仕入10%,681.0000,出納:食券代（５月分）
20220531,00109101,,小口現金,10020,,,,スパークルⅡ本町,,,,,,7500.0000,対象外,0.0000,,,,,,,,,,,,,,,
20220531,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:単2電池（4個）
20220531,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,5690.0000,課対仕入10%,517.0000,,,,,,,,,,,,,,,出納:メディアプレイヤー代（ヤマト運輸代引）
20220531,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,パチンコ部品,,,,,1430.0000,課対仕入10%,130.0000,,,,,,,,,,,,,,,出納:三洋ぱちんこ部品（代引）
20220531,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,スロット部品,,,,,8305.0000,課対仕入10%,755.0000,,,,,,,,,,,,,,,出納:スロット部品一式（代引き）
20220531,00109101,,販売促進費,86145,,,,スパークルⅡ本町,アメニティ用品,,,,,327.0000,課対仕入10%,29.0000,,,,,,,,,,,,,,,出納:お客様用アメニティー用品（生理用品　はだおもい）
20220531,00109101,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,5473.0000,課対仕入10%,495.0000,,,,,,,,,,,,,,,出納:タメットポイント商品（ごつ盛り焼きそばｘ3　カップスターｘ3）
20220531,00109101,,通信費,86160,,,,スパークルⅡ本町,郵便料金,,,,,870.0000,課対仕入10%,79.0000,,,,,,,,,,,,,,,出納:ゆうパック（マース）
20220531,00109101,,衛生費,86190,,,,スパークルⅡ本町,Ｐ清掃・衛生用品,,,,,220.0000,課対仕入10%,20.0000,,,,,,,,,,,,,,,出納:抗菌マルチダスターｘ2
20220531,00109101,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,25500.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請（13台分）
