日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240531,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,200000.0000,対象外,0.0000,出納:小口入金
20240531,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,81397.0000,対象外,0.0000,
20240531,00109101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,人事総務課,食券販売代金,,,,,7500.0000,課対仕入10%,681.0000,出納:5月度食券代金
20240531,00109101,,小口現金,10020,,,,スパークルⅡ本町,,,,,,207500.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240531,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:粘着シート
20240531,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,31141.0000,課対仕入10%,2830.0000,,,,,,,,,,,,,,,出納:アルカリ単一（×8）
20240531,00109101,,販売促進費,86145,,,,スパークルⅡ本町,販促物,,,,,9290.0000,課対仕入10%,844.0000,,,,,,,,,,,,,,,出納:マルチメディアプレイヤー
20240531,00109101,,販売促進費,86145,,,,スパークルⅡ本町,個店イベント,,,,,10000.0000,課対仕入10%,909.0000,,,,,,,,,,,,,,,出納:レーシングサブレ（100個）
20240531,00109101,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,5044.0000,課対仕入10%,457.0000,,,,,,,,,,,,,,,出納:ポイント景品（Magicaka×3個）
20240531,00109101,,通信費,86160,,,,スパークルⅡ本町,郵便料金,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:ゆうパック（マース）
20240531,00109101,,衛生費,86190,,,,スパークルⅡ本町,清掃用品・衛生用品,,,,,1100.0000,課対仕入10%,100.0000,,,,,,,,,,,,,,,出納:粘着クリーナースペア
20240531,00109101,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,19820.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請料（5/27）
20240531,00109101,,雑費,86310,,,,スパークルⅡ本町,その他,,,,,3572.0000,課対仕入10%,324.0000,,,,,,,,,,,,,,,出納:5/19本気の施策まかない
