日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240925,00109001,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,145007.0000,対象外,0.0000,
20240925,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,1210.0000,課対仕入10%,110.0000,,,,,,,,,,,,,,,出納:粘着布テープ
20240925,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,46979.0000,課対仕入10%,4269.0000,,,,,,,,,,,,,,,出納:インカムマイク
20240925,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,パチンコ部品,,,,,440.0000,課対仕入10%,40.0000,,,,,,,,,,,,,,,出納:わんニャン部品代（代引き）
20240925,00109001,,事務消耗品費,86100,,,,スパークルⅡ本町,スロット部品,,,,,19998.0000,課対仕入10%,1818.0000,,,,,,,,,,,,,,,出納:代引き（サミー部品）
20240925,00109001,,旅費交通費,86110,,,,スパークルⅡ本町,交通機関,,,,,4856.0000,課対仕入10%,439.0000,,,,,,,,,,,,,,,出納:府中⇔御徒町（8/21展示会）
20240925,00109001,,販売促進費,86145,,,,スパークルⅡ本町,販促物,,,,,5313.0000,課対仕入10%,483.0000,,,,,,,,,,,,,,,出納:店内BGMCD
20240925,00109001,,販売促進費,86145,,,,スパークルⅡ本町,個店イベント,,,,,25766.0000,課対仕入10%,2342.0000,,,,,,,,,,,,,,,出納:総付け（代引き）
20240925,00109001,,支払手数料,86300,,,,スパークルⅡ本町,金融機関手数料,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:振込手数料
20240925,00109001,,支払手数料,86300,,,,スパークルⅡ本町,事務手数料,,,,,9240.0000,課対仕入10%,840.0000,,,,,,,,,,,,,,,出納:代引き手数料(わんニャン部品)
20240925,00109001,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,14440.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:認定申請（2台）
20240925,00109001,,雑費,86310,,,,スパークルⅡ本町,その他,,,,,12840.0000,課対仕入10%,1166.0000,,,,,,,,,,,,,,,出納:まかない（早番分）
20240925,00109001,,運賃荷造費,86340,,,,スパークルⅡ本町,配送費・運賃,,,,,3375.0000,課対仕入10%,306.0000,,,,,,,,,,,,,,,出納:分離ユニット運賃
