日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240630,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,155784.0000,対象外,0.0000,
20240630,00109101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,スパークルⅡ本町,食券販売代金,,,,,9000.0000,課対仕入10%,818.0000,出納:食券代金
20240630,00109101,,小口現金,10020,,,,スパークルⅡ本町,,,,,,9000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240630,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,24705.0000,課対仕入10%,2245.0000,,,,,,,,,,,,,,,出納:カードフォルダー
20240630,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,ＯＡ用品,,,,,10802.0000,課対仕入10%,982.0000,,,,,,,,,,,,,,,出納:ディスプレイ
20240630,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,35998.0000,課対仕入10%,3272.0000,,,,,,,,,,,,,,,出納:代引き掃除機
20240630,00109101,,旅費交通費,86110,,,,スパークルⅡ本町,交通機関,,,,,3758.0000,課対仕入10%,339.0000,,,,,,,,,,,,,,,出納:モランボン工場見学　立川～橋本　川又さん分
20240630,00109101,,販売促進費,86145,,,,スパークルⅡ本町,販促物,,,,,41481.0000,課対仕入10%,3769.0000,,,,,,,,,,,,,,,出納:ウマ娘制服
20240630,00109101,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,28130.0000,課対仕入10%,2557.0000,,,,,,,,,,,,,,,出納:会員ポイント景品（トースター）
20240630,00109101,,通信費,86160,,,,スパークルⅡ本町,郵便料金,,,,,880.0000,課対仕入10%,80.0000,,,,,,,,,,,,,,,出納:代引きマース部品
20240630,00109101,,支払手数料,86300,,,,スパークルⅡ本町,金融機関手数料,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:振込手数料
20240630,00109101,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,9480.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:道路使用許可書
