日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230831,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,200000.0000,対象外,0.0000,出納:小口現金
20230831,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,102100.0000,対象外,0.0000,
20230831,00109101,,小口現金,10020,,,,スパークルⅡ本町,,,,,,200000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230831,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,ＯＡ用品,,,,,18135.0000,課対仕入10%,1648.0000,,,,,,,,,,,,,,,出納:トナーｘ2　代引き
20230831,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,1430.0000,課対仕入10%,130.0000,,,,,,,,,,,,,,,出納:単3アルカリ電池ｘ2
20230831,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,パチンコ部品,,,,,1760.0000,課対仕入10%,160.0000,,,,,,,,,,,,,,,出納:PA大海物語4　パチンコ部品（代引）
20230831,00109101,,旅費交通費,86110,,,,スパークルⅡ本町,交通機関,,,,,1182.0000,課対仕入10%,106.0000,,,,,,,,,,,,,,,出納:8/25（金）府中～亀戸
20230831,00109101,,販売促進費,86145,,,,スパークルⅡ本町,販促物,,,,,3135.0000,課対仕入10%,285.0000,,,,,,,,,,,,,,,出納:ソードアートオンライン　CD代
20230831,00109101,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,7148.0000,課対仕入10%,649.0000,,,,,,,,,,,,,,,出納:ポイント景品（マジカ洗剤）
20230831,00109101,,販売促進費,86145,,,,スパークルⅡ本町,お客様駐車券,,,,,32600.0000,課対仕入10%,2960.0000,,,,,,,,,,,,,,,出納:リパーク代
20230831,00109101,,支払手数料,86300,,,,スパークルⅡ本町,金融機関手数料,,,,,220.0000,課対仕入10%,20.0000,,,,,,,,,,,,,,,出納:送金料金
20230831,00109101,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,17640.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請料（9/4）
20230831,00109101,,運賃荷造費,86340,,,,スパークルⅡ本町,配送費・運賃,,,,,18850.0000,課対仕入10%,1712.0000,,,,,,,,,,,,,,,出納:紙幣搬送管運賃
