日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20230430,00109101,,,,,,,,,,,,,,,,小口現金,10020,,,,スパークルⅡ本町,,,,,,48076.0000,対象外,0.0000,
20230430,00109101,,,,,,,,,,,,,,,,福利厚生費,86050,,,,人事総務部,食券販売代金,,,,,3000.0000,課対仕入10%,272.0000,出納:4月分食券代
20230430,00109101,,小口現金,10020,,,,スパークルⅡ本町,,,,,,3000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20230430,00109101,,買掛金,42010,,,,スパークルⅡ本町,現金仕入：10%,,,,,550.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:プラザ景品用カラーゼムクリップ×5
20230430,00109101,,買掛金,42010,,,,スパークルⅡ本町,現金仕入8％,,,,,4121.0000,対象外,0.0000,,,,,,,,,,,,,,,出納:日清ラ王　醤油×24
20230430,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,事務用品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:ボートマスター×3
20230430,00109101,,事務消耗品費,86100,,,,スパークルⅡ本町,備品,,,,,550.0000,課対仕入10%,50.0000,,,,,,,,,,,,,,,出納:キッチンタイマー×3、単2電池×2
20230430,00109101,,販売促進費,86145,,,,スパークルⅡ本町,販促物,,,,,4840.0000,課対仕入10%,440.0000,,,,,,,,,,,,,,,出納:両面テープ×5
20230430,00109101,,販売促進費,86145,,,,スパークルⅡ本町,プライズ（景品代）,,,,,9345.0000,課対仕入10%,848.0000,,,,,,,,,,,,,,,出納:ポイント商品（ブラック無糖ｘ10）
20230430,00109101,,通信費,86160,,,,スパークルⅡ本町,郵便料金,,,,,1590.0000,課対仕入10%,144.0000,,,,,,,,,,,,,,,出納:ゆうパック（マース）
20230430,00109101,,非課税支払手数料,86303,,,,スパークルⅡ本町,各種手数料（官公庁）,,,,,25300.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:変更承認申請料（4/24分）
20230430,00109101,,運賃荷造費,86340,,,,スパークルⅡ本町,配送費・運賃,,,,,1230.0000,課対仕入10%,111.0000,,,,,,,,,,,,,,,出納:運賃（マース液晶）
