収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,502001,20230831,,8038,㈱大久保,衛生費,課対仕入10%,19800.0000,内税,1800.0000,ゴミ処理代8月分,ゴミ処理,食品館不動産,,,,,,
支出,502002,20230831,,6810,㈱エヴリィ,保守管理費,課対仕入10%,108350.0000,内税,9850.0000,食品館B2F排水槽清掃点検,設備保守料,食品館不動産,,,,,,
支出,502003,20230831,,7472,㈱まさや,衛生費,課対仕入10%,11726.0000,内税,1066.0000,トイレットペーパー購入:8月分,清掃用品・衛生用品,食品館不動産,,,,,,
支出,502004,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,46096.0000,内税,4190.0000,給与システム保守料:8月分,設備保守料,人事総務部,,,,,,
支出,502005,20230831,,3496,㈱リクルート,教育費,課対仕入10%,305360.0000,内税,27760.0000,求人掲載料:8月分,新卒以外募集費,人事総務部,,,,,,
支出,502006,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,1411300.0000,内税,128300.0000,施設保守管理さくら食品館:8月分,設備保守料,食品館不動産,,,,,,
,502006,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,396000.0000,内税,36000.0000,施設保守管理スパークル府中:8月分,設備保守料,くるる不動産,,,,,,
,502006,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,15400.0000,内税,1400.0000,施設保守管理e-kitchenくるる店:8月分,設備保守料,くるる不動産,,,,,,
,502006,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,61600.0000,内税,5600.0000,施設保守管理スパークル亀戸店:8月分,設備保守料,その他不動産,,,,,,
,502006,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,99000.0000,内税,9000.0000,施設保守管理スパークルⅡ店:8月分,設備保守料,その他不動産,,,,,,
支出,502007,20230831,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,256300.0000,内税,23300.0000,エレベーター・エスカレーター保守点検:8月分,設備保守料,食品館不動産,,,,,,
支出,502008,20230831,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,366300.0000,内税,33300.0000,カネタビル清掃:8月分,清掃代,本町不動産,,,,,,
支出,502009,20230831,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,376200.0000,内税,34200.0000,さくら食品館定期清掃:8月分,清掃代,食品館不動産,,,,,,
支出,502010,20230831,,0826,㈱さくらトータルサービス,外注費,課対仕入10%,1017500.0000,内税,92500.0000,ネットワーク管理・運用:8月分,業務委託料,人事総務部,,,,,,
支出,502011,20230831,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,2640.0000,内税,240.0000,マット代:8月分,マット・モップ等,食品館不動産,,,,,,
支出,502012,20230831,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,7392.0000,内税,672.0000,マット代:8月分,マット・モップ等,食品館不動産,,,,,,
支出,502013,20230831,,9970,リコージャパン㈱,通信費,課対仕入10%,3960.0000,内税,360.0000,M365使用料:当月分,電話・FAX他,人事総務部,,,,,,
支出,502014,20230831,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,9075.0000,内税,825.0000,複合機使用料:8月分,パフォーマンスチャ－ジ,人事総務部,,,,,,
支出,502015,20230831,,8530,日本カルミック㈱,衛生費,課対仕入10%,21153.0000,内税,1923.0000,ソープディスペンサー他:8月分,日本カルミック,食品館不動産,,,,,,
支出,502016,20230831,,8530,日本カルミック㈱,衛生費,課対仕入10%,3762.0000,内税,342.0000,ソープディスペンサー他:8月分,日本カルミック,食品館不動産,,,,,,
支出,502017,20230831,,4011,㈱シー・アイ・シー,衛生費,課対仕入10%,11440.0000,内税,1040.0000,ネコささレンタル:8月分,害虫駆除,食品館不動産,,,,,,
支出,502018,20230831,,4109,多摩健康管理センター,預り金,対象外,5100.0000,,0.0000,健診オプション代,その他,人事総務部,,,,,,
,502018,20230831,,4109,多摩健康管理センター,福利厚生費,課対仕入10%,29291.0000,内税,2662.0000,生活習慣病予防検診,健康診断他,人事総務部,,,,,,
支出,502019,20230831,,3490,日本電気㈱,支払手数料,課対仕入10%,58740.0000,内税,5340.0000,勤革時ライセンス料:7月分,ｼｽﾃﾑ管理利用料,人事総務部,,,,,,
支出,502020,20230831,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,33000.0000,内税,3000.0000,ゴミ処理代:8月分,ゴミ処理,CHIKASAKUⅡ,,,,,,
,502020,20230831,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,33215.0000,内税,3019.0000,ゴミ処理代:8月分,ゴミ処理,CHIKASAKU,,,,,,
,502020,20230831,,6025,㈱アユミ・プラン,衛生費,課対仕入10%,94539.0000,内税,8595.0000,ゴミ処理代:8月分,ゴミ処理,食品館不動産,,,,,,
支出,502021,20230831,,2323,カメイ㈱,衛生費,課対仕入10%,82620.0000,内税,6120.0000,メイオール購入:軽8,清掃用品・衛生用品,人事総務部,,,,,,
支出,502022,20230831,,3280,㈲あさくら,福利厚生費,課対仕入10%,7200.0000,内税,533.0000,食券代:8月分　軽8,社食・賄費、経費,人事総務部,,,,,,
